"MARKET BOSWORTH OSBASTON HALL",,,,,,,,,,,,
Grid ref,SK425045,Long,-1.373425,Lat,52.636591,,,,,,,
Station no,221064,,,,,,,,,,,
,,,,,,,,,,,,
,1900,1901,1902,1903,1904,1905,1906,1907,1908,1909,,
January,3.73,1.51,1.79,2.06,2.53,0.94,3.62,1.11,0.92,1.12,,
February,4.71,1.30,1.73,0.99,4.09,0.89,2.88,1.03,1.32,0.61,,
March,0.94,2.10,1.58,3.67,1.67,3.11,1.73,1.20,3.18,3.36,,
April,0.93,1.80,2.10,1.31,1.31,1.58,0.55,1.65,3.41,1.31,,
May,1.70,0.88,2.57,3.35,1.67,0.40,2.25,3.90,1.83,1.64,,
June,3.02,1.19,2.90,1.52,0.51,1.24,3.19,2.91,1.37,3.20,,
July,1.60,4.38,1.53,1.96,2.61,2.16,1.25,3.41,2.98,3.67,,
August,3.68,1.96,2.89,3.99,3.41,3.41,1.44,2.54,2.36,2.73,,
September,0.37,0.79,1.30,2.69,1.49,1.61,1.21,0.73,2.41,2.59,,
October,3.25,1.73,2.17,6.10,1.38,1.17,5.31,4.73,1.08,2.87,,
November,2.84,1.24,1.91,2.15,1.54,2.35,2.81,1.93,1.49,0.65,,
December,4.27,3.75,1.57,1.67,2.04,1.14,2.48,3.43,1.88,4.21,,
Total,31.04,22.63,24.04,31.46,24.25,20.00,28.72,28.57,24.23,27.96,,
Calc annual,31.04,22.63,24.04,31.46,24.25,20.00,28.72,28.57,24.23,27.96,,
Difference,0.00,0.00,-0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,
