"KETTERING WW NEWFIELD LODGE / WALDENS FARM",,,,,,,,,,,,
Grid ref,SP784798,Long,-0.848850,Lat,52.410595,,,,,,,
Station no,,,,,,,,,,,,
,,,,,,,,,,,,
,1900,1901,1902,1903,1904,1905,1906,1907,1908,1909,,
January,,,0.99,2.21,2.42,,,,,,,
February,,,1.85,1.23,3.26,,,,,,,
March,,,1.33,3.15,1.68,,,,,,,
April,,,1.55,2.02,1.20,,,,,,,
May,,,1.92,2.50,2.43,,,,,,,
June,,,2.47,2.43,1.66,,,,,,,
July,,,0.84,2.52,,,,,,,,
August,,,2.58,3.92,,,,,,,,
September,,,1.86,3.21,,,,,,,,
October,,,2.07,6.54,,,,,,,,
November,,0.80,1.93,1.52,,,,,,,,
December,,4.10,1.16,1.23,,,,,,,,
Total,,,20.55,32.48,,,,,,,,
Calc annual,0.00,4.90,20.55,32.48,12.65,0.00,0.00,0.00,0.00,0.00,,
Difference,NaN,NaN,0.00,0.00,NaN,NaN,NaN,NaN,NaN,NaN,,
