"STEEPLE ASTON SCHOOL",,,,,,,,,,,,
Grid ref,SP479260,Long,-1.304767,Lat,51.930460,,,,,,,
Station no,,,,,,,,,,,,
,,,,,,,,,,,,
,1900,1901,1902,1903,1904,1905,1906,1907,1908,1909,,
January,,,,,,,,,,1.12,,
February,,,,,,,,,,0.56,,
March,,,,,,,,,,2.70,,
April,,,,,,,,,,2.20,,
May,,,,,,,,,,2.00,,
June,,,,,,,,,,5.33,,
July,,,,,,,,,,2.54,,
August,,,,,,,,,,3.14,,
September,,,,,,,,,,3.30,,
October,,,,,,,,,,4.13,,
November,,,,,,,,,,0.51,,
December,,,,,,,,,,3.39,,
Total,,,,,,,,,,30.92,,
Calc annual,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,30.92,,
Difference,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,-0.00,,
