"TAFF FECHAN NEUADD RESERVOIR NO 10",,,,,,,,,,,,
Grid ref,SO032193,Long,-3.407177,Lat,51.863854,,,,,,,
Station no,4166,,,,,,,,,,,
,,,,,,,,,,,,
,1900,1901,1902,1903,1904,1905,1906,1907,1908,1909,,
January,,,,,,,,,3.96,4.06,,
February,,,,,,,,,4.15,1.38,,
March,,,,,,,,,6.00,6.63,,
April,,,,,,,,,4.12,6.00,,
May,,,,,,,,,6.17,2.45,,
June,,,,,,,,,2.50,4.86,,
July,,,,,,,,,8.15,4.50,,
August,,,,,,,,,9.55,2.88,,
September,,,,,,,,,5.10,5.00,,
October,,,,,,,,,4.94,15.72,,
November,,,,,,,,,5.20,4.25,,
December,,,,,,,,,7.55,15.10,,
Total,,,,,,,,,67.39,72.83,,
Calc annual,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,67.39,72.83,,
Difference,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.00,0.00,,
