"OTTERBOURNE W.W. SHAWFORD",,,,,,,,,,,,
Grid ref,SU468233,Long,-1.334332,Lat,51.007189,,,,,,,
Station no,,,,,,,,,,,,
,,,,,,,,,,,,
,1900,1901,1902,1903,1904,1905,1906,1907,1908,1909,,
January,3.42,1.42,0.88,2.61,3.89,0.73,5.39,0.54,1.66,1.17,,
February,4.89,1.38,1.53,1.70,3.42,0.54,2.64,1.44,1.16,0.30,,
March,1.33,2.01,2.36,3.32,1.56,3.85,1.11,0.51,3.11,3.77,,
April,1.07,2.26,2.14,2.40,0.97,1.41,0.52,3.55,2.11,1.20,,
May,1.45,1.07,2.96,3.24,3.34,0.23,1.97,2.10,1.83,1.48,,
June,2.81,1.49,3.39,3.54,1.06,4.69,1.85,1.42,1.62,4.68,,
July,0.91,4.57,1.35,2.70,1.22,0.59,0.49,1.08,1.87,3.00,,
August,2.92,3.49,2.89,3.47,3.39,2.35,0.96,1.96,3.53,2.20,,
September,0.63,2.54,1.21,2.61,1.75,1.34,1.09,0.64,1.62,3.40,,
October,2.24,2.83,1.95,8.92,1.87,2.24,4.98,5.77,1.34,7.77,,
November,2.97,0.52,2.97,1.66,1.09,3.86,4.04,2.54,1.25,0.56,,
December,3.94,4.08,1.94,3.14,3.72,0.58,1.78,4.32,3.06,4.00,,
Total,28.58,27.66,25.57,39.31,27.28,22.41,26.82,25.87,24.16,33.53,,
Calc annual,28.58,27.66,25.57,39.31,27.28,22.41,26.82,25.87,24.16,33.53,,
Difference,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,
