"HORWICH WILDERSMOOR",,,,,,,,,,,,
Grid ref,SD652119,Long,-2.527359,Lat,53.602500,,,,,,,
Station no,,,,,,,,,,,,
,,,,,,,,,,,,
,1900,1901,1902,1903,1904,1905,1906,1907,1908,1909,,
January,,,,3.51,5.26,1.93,6.61,2.78,4.86,2.40,,
February,,,,4.57,4.34,2.72,2.90,2.68,6.59,1.92,,
March,,,,4.52,3.02,3.50,3.69,4.31,4.26,3.58,,
April,,,,2.55,3.35,3.06,2.51,3.08,3.33,3.29,,
May,,,,4.43,2.94,0.97,5.39,5.30,4.18,2.56,,
June,,,,1.64,2.77,2.55,2.81,9.68,2.57,3.99,,
July,,,,4.13,1.99,3.11,2.61,4.65,7.51,5.05,,
August,,,,6.81,5.97,5.77,5.24,6.75,4.71,,,
September,,,,6.27,2.76,4.25,2.42,1.72,6.03,,,
October,,,,11.34,3.37,5.41,7.71,3.93,2.25,,,
November,,,,5.52,3.96,5.98,4.30,4.44,3.13,,,
December,,,,2.85,3.71,1.31,6.23,4.88,3.94,,,
Total,,,,58.14,43.44,40.56,52.42,54.20,53.36,,,
Calc annual,0.00,0.00,0.00,58.14,43.44,40.56,52.42,54.20,53.36,22.79,,
Difference,NaN,NaN,NaN,0.00,0.00,0.00,0.00,0.00,0.00,NaN,,
