"WITHINGTON CHORLTON CUM HARDY SEWAGE WORKS",,,,,,,,,,,,
Grid ref,SJ807931,Long,-2.291968,Lat,53.434324,,,,,,,
Station no,,,,,,,,,,,,
,,,,,,,,,,,,
,1900,1901,1902,1903,1904,1905,1906,1907,1908,1909,,
January,,,,,,,3.86,1.21,2.31,1.86,,
February,,,,,,,3.18,1.47,2.11,1.09,,
March,,,,,,,2.38,2.43,2.39,2.90,,
April,,,,,,,1.72,1.11,1.91,2.76,,
May,,,,,,,2.79,3.40,2.10,1.47,,
June,,,,,,,1.17,4.86,2.09,1.83,,
July,,,,,,,2.17,3.86,4.11,4.85,,
August,,,,,,,2.43,3.32,2.74,3.27,,
September,,,,,,,1.65,0.75,2.64,2.32,,
October,,,,,,,4.67,2.86,1.54,5.67,,
November,,,,,,,2.35,3.26,2.99,1.07,,
December,,,,,,,3.81,2.65,2.51,7.00,,
Total,,,,,,,32.18,31.18,29.44,36.09,,
Calc annual,0.00,0.00,0.00,0.00,0.00,0.00,32.18,31.18,29.44,36.09,,
Difference,NaN,NaN,NaN,NaN,NaN,NaN,0.00,0.00,0.00,0.00,,
