"GRASSMOOR COLLIERY",,,,,,,,,,,,
Grid ref,SK410676,Long,-1.387642,Lat,53.203898,,,,,,,
Station no,,,,,,,,,,,,
,,,,,,,,,,,,
,1900,1901,1902,1903,1904,1905,1906,1907,1908,1909,,
January,3.67,0.90,0.72,0.85,1.96,0.69,3.04,0.52,0.60,0.68,,
February,3.34,0.75,1.04,0.69,3.13,0.87,2.49,1.63,1.35,0.35,,
March,0.46,0.70,0.63,3.05,1.36,2.11,0.95,1.33,1.93,2.91,,
April,0.56,0.61,0.88,1.08,1.11,1.43,0.25,0.93,1.60,1.05,,
May,0.63,0.80,0.51,2.16,1.21,0.32,1.42,1.95,1.38,0.94,,
June,2.17,0.90,0.24,0.84,0.46,3.06,2.63,2.14,1.04,1.61,,
July,2.76,3.74,0.32,2.38,1.52,1.33,0.34,1.48,2.13,4.27,,
August,4.04,1.15,1.10,3.91,3.57,2.35,0.64,1.92,2.75,2.44,,
September,0.86,0.76,0.45,2.43,0.79,0.95,0.60,0.28,1.06,3.47,,
October,1.43,0.86,0.54,4.19,0.18,1.07,5.78,4.24,0.85,3.61,,
November,1.41,2.19,0.63,0.96,0.63,2.68,1.63,1.87,1.12,0.24,,
December,2.40,4.10,0.55,0.68,1.09,0.42,1.62,1.93,1.85,7.00,,
Total,23.73,17.46,7.61,23.22,17.01,17.28,21.39,20.22,17.66,28.57,,
Calc annual,23.73,17.46,7.61,23.22,17.01,17.28,21.39,20.22,17.66,28.57,,
Difference,0.00,0.00,-0.00,-0.00,0.00,0.00,0.00,-0.00,-0.00,0.00,,
