"NANTWICH DORFOLD HALL",,,,,,,,,,,,
Grid ref,SJ636525,Long,-2.544688,Lat,53.068489,,,,,,,
Station no,,,,,,,,,,,,
,,,,,,,,,,,,
,1900,1901,1902,1903,1904,1905,1906,1907,1908,1909,,
January,3.08,0.88,1.51,3.05,,,,,,,,
February,2.91,1.64,1.06,1.59,,,,,,,,
March,1.15,1.97,1.64,4.04,,,,,,,,
April,0.97,1.92,2.03,1.71,,,,,,,,
May,1.50,1.13,2.89,3.24,1.89,,,,,,,
June,2.89,2.25,1.78,1.39,1.26,,,,,,,
July,2.54,3.38,1.53,4.50,2.96,,,,,,,
August,5.90,3.21,2.90,4.00,4.18,,,,,,,
September,0.81,0.88,0.87,3.93,2.12,,,,,,,
October,3.22,2.48,3.25,5.53,1.06,,,,,,,
November,1.71,2.66,1.57,2.64,1.45,,,,,,,
December,2.19,3.95,1.99,1.07,1.79,,,,,,,
Total,28.87,26.35,23.02,36.69,,,,,,,,
Calc annual,28.87,26.35,23.02,36.69,16.71,0.00,0.00,0.00,0.00,0.00,,
Difference,-0.00,0.00,0.00,-0.00,NaN,NaN,NaN,NaN,NaN,NaN,,
