"BURNLEY EXTWISTLE MOOR TOP",,,,,,,,,,,,
Grid ref,SD915337,Long,-2.130531,Lat,53.799532,,,,,,,
Station no,,,,,,,,,,,,
,,,,,,,,,,,,
,1900,1901,1902,1903,1904,1905,1906,1907,1908,1909,,
January,5.91,2.71,3.93,4.78,4.78,2.15,6.80,2.09,3.70,2.42,,
February,4.81,2.62,1.70,5.07,5.16,2.52,3.19,2.53,2.90,2.72,,
March,1.03,3.47,3.12,6.65,2.96,3.74,3.37,3.25,3.78,3.36,,
April,2.58,3.30,3.11,2.71,2.82,3.76,1.38,2.70,2.78,4.10,,
May,2.75,1.53,4.13,3.83,3.22,1.00,4.08,4.10,2.94,2.67,,
June,4.55,1.84,1.92,2.33,1.23,2.96,1.72,6.38,2.28,3.51,,
July,3.76,1.86,4.12,4.76,3.21,2.70,2.37,2.85,5.30,6.47,,
August,6.72,2.77,3.16,5.74,5.40,5.54,4.39,4.28,4.59,4.01,,
September,1.86,1.74,2.02,5.71,1.83,3.31,1.32,0.90,4.21,2.82,,
October,6.12,3.96,4.75,11.57,1.78,3.81,7.28,6.28,2.44,5.27,,
November,4.43,6.41,3.36,3.41,3.44,5.64,5.40,2.43,3.33,1.88,,
December,5.24,5.49,4.27,3.17,3.25,1.38,4.00,4.82,3.13,5.78,,
Total,49.76,37.70,39.59,59.73,39.08,38.51,45.30,42.61,41.38,45.01,,
Calc annual,49.76,37.70,39.59,59.73,39.08,38.51,45.30,42.61,41.38,45.01,,
Difference,0.00,0.00,0.00,-0.00,0.00,0.00,0.00,0.00,0.00,0.00,,
