"HARESFIELD COURT",,,,,,,,,,,,
Grid ref,SO810100,Long,-2.276861,Lat,51.788330,,,,,,,
Station no,,,,,,,,,,,,
,,,,,,,,,,,,
,1900,1901,1902,1903,1904,1905,1906,1907,1908,1909,,
January,3.38,1.78,1.08,3.55,3.30,0.66,4.72,1.42,0.96,1.05,,
February,6.06,1.23,1.03,1.52,4.05,0.72,1.55,1.41,0.96,0.58,,
March,1.21,2.32,1.32,3.67,1.56,3.62,1.47,0.74,3.28,3.42,,
April,1.15,2.64,1.82,2.04,1.17,2.65,0.67,3.57,2.36,1.99,,
May,2.32,1.21,2.43,4.77,2.09,0.51,2.17,1.91,1.51,1.19,,
June,1.89,2.38,3.25,4.37,1.00,4.07,3.01,3.03,0.67,2.35,,
July,2.12,1.72,0.83,2.79,2.82,1.02,0.86,2.86,1.72,2.07,,
August,2.97,1.91,3.22,3.44,2.57,4.73,1.19,1.74,3.37,1.97,,
September,0.47,1.78,1.92,2.80,2.01,1.94,0.54,0.51,2.57,3.03,,
October,3.22,1.22,2.68,7.13,0.52,1.51,4.96,6.10,2.06,3.90,,
November,1.90,1.12,2.20,1.36,1.42,3.10,2.95,2.11,0.98,1.10,,
December,6.01,4.76,1.94,1.88,1.99,0.75,1.23,4.74,2.02,4.28,,
Total,32.70,24.07,23.72,39.32,24.50,25.28,25.32,30.14,22.46,26.93,,
Calc annual,32.70,24.07,23.72,39.32,24.50,25.28,25.32,30.14,22.46,26.93,,
Difference,0.00,0.00,-0.00,-0.00,0.00,-0.00,0.00,0.00,0.00,-0.00,,
