"MONK CONISTON GARDENS",,,,,,,,,,,,
Grid ref,SD319983,Long,-3.049863,Lat,54.375630,,,,,,,
Station no,,,,,,,,,,,,
,,,,,,,,,,,,
,1900,1901,1902,1903,1904,1905,1906,1907,1908,1909,,
January,13.31,7.54,7.14,9.66,10.73,6.65,13.86,4.22,12.81,6.18,,
February,8.60,2.77,4.09,10.20,6.38,6.82,7.20,5.33,5.54,9.56,,
March,0.93,5.48,5.76,10.04,7.88,6.73,4.94,9.11,6.91,6.13,,
April,6.37,5.08,3.91,3.45,7.98,8.10,3.40,4.27,2.74,4.66,,
May,4.47,1.99,3.75,5.63,4.50,3.94,9.26,5.54,6.59,4.05,,
June,7.12,4.95,1.40,3.15,3.08,1.72,3.23,11.93,4.32,2.66,,
July,3.13,1.84,4.77,7.02,4.99,3.84,5.47,3.43,5.61,9.45,,
August,8.40,7.99,6.01,13.18,5.79,6.75,5.48,8.63,8.07,4.36,,
September,5.59,4.10,3.43,9.26,5.29,5.39,2.64,0.56,11.47,3.15,,
October,11.78,8.21,6.97,17.43,5.34,6.67,10.07,10.43,4.07,14.33,,
November,9.54,12.72,6.68,5.66,8.81,7.92,8.13,8.45,7.75,5.49,,
December,16.85,10.47,10.27,6.95,8.75,7.73,8.20,12.65,7.93,17.39,,
Total,96.09,73.14,64.18,101.63,79.52,72.26,81.88,84.55,83.81,87.41,,
Calc annual,96.09,73.14,64.18,101.63,79.52,72.26,81.88,84.55,83.81,87.41,,
Difference,0.00,0.00,0.00,-0.00,0.00,0.00,0.00,-0.00,0.00,0.00,,
