"BURNLEY W.W. CAUSEWAY SIDE",,,,,,,,,,,,
Grid ref,SD888308,Long,-2.171417,Lat,53.773415,,,,,,,
Station no,2957,,,,,,,,,,,
,,,,,,,,,,,,
,1900,1901,1902,1903,1904,1905,1906,1907,1908,1909,,
January,5.13,2.71,3.77,4.88,5.01,1.82,6.44,1.73,3.02,2.60,,
February,4.84,2.01,1.58,4.90,4.59,2.59,3.63,2.13,2.66,2.54,,
March,0.78,3.15,2.75,6.55,2.61,3.81,3.08,3.33,3.48,3.25,,
April,2.26,2.67,2.41,2.56,2.96,3.59,1.37,2.23,2.91,3.89,,
May,2.47,1.39,3.53,3.31,3.09,0.85,3.49,3.80,2.45,2.31,,
June,5.10,1.70,1.51,1.76,1.04,2.78,2.13,6.25,1.82,3.31,,
July,3.38,1.89,3.17,4.23,1.94,2.47,1.87,2.60,5.16,6.48,,
August,5.19,2.45,3.18,5.77,5.52,4.32,3.93,3.47,4.49,3.39,,
September,1.51,1.55,1.70,5.85,1.40,2.65,1.29,0.56,4.44,2.71,,
October,5.39,3.70,4.13,11.29,1.80,3.69,6.61,5.46,2.31,5.49,,
November,4.12,5.88,3.14,2.56,3.49,5.14,4.67,2.50,3.12,1.82,,
December,5.08,6.02,4.50,3.45,3.41,0.98,3.76,4.86,3.33,6.06,,
Total,45.25,35.12,35.37,57.11,36.86,34.69,42.27,38.92,39.19,43.85,,
Calc annual,45.25,35.12,35.37,57.11,36.86,34.69,42.27,38.92,39.19,43.85,,
Difference,0.00,0.00,0.00,-0.00,0.00,0.00,0.00,0.00,0.00,-0.00,,
