"BUXTON BURBAGE EDGE",,,,,,,,,,,,
Grid ref,SK034725,Long,-1.950503,Lat,53.249505,,,,,,,
Station no,,,,,,,,,,,,
,,,,,,,,,,,,
,1900,1901,1902,1903,1904,1905,1906,1907,1908,1909,,
January,6.18,4.19,4.57,5.56,5.91,4.21,7.68,2.56,4.56,3.19,,
February,5.51,3.61,2.09,4.80,5.54,3.93,4.52,2.91,6.20,3.38,,
March,1.45,3.75,4.38,5.99,2.56,5.86,4.79,4.89,4.64,5.38,,
April,3.57,4.31,2.67,3.39,3.46,4.64,2.44,3.15,3.95,3.86,,
May,2.04,1.96,5.13,3.25,3.69,0.98,4.50,4.45,4.63,2.79,,
June,5.90,3.19,1.77,1.16,1.07,2.58,1.92,10.21,2.94,3.27,,
July,5.57,2.89,4.22,4.32,3.26,3.13,2.84,4.78,5.56,7.57,,
August,5.57,2.81,4.63,7.29,5.70,5.02,3.56,6.58,5.21,3.68,,
September,1.99,1.93,2.37,6.64,2.80,3.35,2.60,1.17,4.69,3.94,,
October,7.20,5.83,7.15,11.53,1.94,5.39,7.48,5.92,1.68,8.43,,
November,4.02,6.96,2.80,6.03,5.01,6.09,5.11,4.29,5.19,1.96,,
December,7.43,10.19,4.70,3.49,2.85,1.33,6.83,4.70,4.28,9.11,,
Total,56.43,51.62,46.48,63.45,43.79,46.51,54.27,55.61,53.53,56.56,,
Calc annual,56.43,51.62,46.48,63.45,43.79,46.51,54.27,55.61,53.53,56.56,,
Difference,0.00,0.00,0.00,-0.00,0.00,-0.00,0.00,-0.00,0.00,0.00,,
