"CHURCH STRETTON CARADOC LODGE",,,,,,,,,,,,
Grid ref,SO460955,Long,-2.797888,Lat,52.554648,,,,,,,
Station no,,,,,,,,,,,,
,,,,,,,,,,,,
,1900,1901,1902,1903,1904,1905,1906,1907,1908,1909,,
January,,,,2.81,,,,,,,,
February,,,,1.67,,,,,,,,
March,,,,4.35,,,,,,,,
April,,,,1.50,,,,,,,,
May,,,,4.51,,,,,,,,
June,,,,2.69,,,,,,,,
July,,,,3.11,,,,,,,,
August,,,,5.31,,,,,,,,
September,,,,3.85,,,,,,,,
October,,,,7.48,,,,,,,,
November,,,,2.74,,,,,,,,
December,,,,2.74,,,,,,,,
Total,,,,42.76,,,,,,,,
Calc annual,0.00,0.00,0.00,42.76,0.00,0.00,0.00,0.00,0.00,0.00,,
Difference,NaN,NaN,NaN,-0.00,NaN,NaN,NaN,NaN,NaN,NaN,,
