"BATH FAIRLEY WESTON",,,,,,,,,,,,
Grid ref,ST728664,Long,-2.392347,Lat,51.395977,,,,,,,
Station no,,,,,,,,,,,,
,,,,,,,,,,,,
,1900,1901,1902,1903,1904,1905,1906,1907,1908,1909,,
January,3.29,2.34,1.47,3.73,,,,,,,,
February,5.29,0.79,0.90,1.80,,,,,,,,
March,1.38,2.19,1.72,3.86,,,,,,,,
April,1.18,2.65,1.49,3.07,,,,,,,,
May,2.51,1.26,2.14,4.91,,,,,,,,
June,1.86,1.90,3.14,4.35,,,,,,,,
July,1.25,3.79,1.63,2.97,,,,,,,,
August,2.71,1.92,2.86,3.93,,,,,,,,
September,0.66,2.75,1.56,2.41,,,,,,,,
October,3.08,1.71,2.04,6.67,,,,,,,,
November,2.57,0.70,2.38,2.12,,,,,,,,
December,5.58,5.53,2.33,2.61,,,,,,,,
Total,31.36,27.53,23.66,42.43,,,,,,,,
Calc annual,31.36,27.53,23.66,42.43,0.00,0.00,0.00,0.00,0.00,0.00,,
Difference,0.00,-0.00,0.00,0.00,NaN,NaN,NaN,NaN,NaN,NaN,,
