"GLASGOW BOTANIC GARDENS",,,,,,,,,,,,
Grid ref,NS568675,Long,-4.290659,Lat,55.879304,,,,,,,
Station no,5176,,,,,,,,,,,
,,,,,,,,,,,,
,1900,1901,1902,1903,1904,1905,1906,1907,1908,1909,,
January,,,,6.58,3.48,1.32,4.53,2.23,4.14,4.44,,
February,,,,5.93,2.03,1.96,2.45,2.30,2.35,1.62,,
March,,,,7.26,1.07,3.05,3.27,3.47,3.68,3.01,,
April,,,,0.94,3.56,2.48,1.26,1.30,1.20,3.32,,
May,,,,2.93,3.10,1.65,3.47,3.40,3.16,2.37,,
June,,,,2.01,1.16,0.52,1.42,3.96,2.23,3.40,,
July,,,,2.53,3.76,2.60,1.96,3.32,1.95,3.21,,
August,,,,5.67,3.69,3.50,5.04,4.91,2.22,2.99,,
September,,,,3.98,3.15,2.40,1.75,1.27,4.93,1.67,,
October,,,,7.21,1.31,2.29,5.03,6.48,1.97,5.20,,
November,,,,2.39,1.68,2.32,3.89,2.11,3.20,2.34,,
December,,,,2.02,2.55,3.07,3.50,4.32,2.62,4.28,,
Total,,,,49.45,30.54,27.16,37.57,39.07,33.65,37.85,,
Calc annual,0.00,0.00,0.00,49.45,30.54,27.16,37.57,39.07,33.65,37.85,,
Difference,NaN,NaN,NaN,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,
