"NEWBURY WESTON",,,,,,,,,,,,
Grid ref,SU399736,Long,-1.427086,Lat,51.459976,,,,,,,
Station no,,,,,,,,,,,,
,,,,,,,,,,,,
,1900,1901,1902,1903,1904,1905,1906,1907,1908,1909,,
January,2.75,1.63,0.91,2.88,4.17,0.49,4.29,0.63,1.49,0.84,,
February,4.27,1.30,1.20,1.53,3.11,0.69,1.97,1.28,1.18,0.58,,
March,1.06,1.95,1.76,3.74,1.40,4.25,1.62,0.98,3.84,3.20,,
April,0.93,2.25,1.43,2.72,1.16,2.00,0.90,3.08,3.65,1.55,,
May,1.39,1.16,2.77,3.28,3.27,0.59,1.56,1.93,2.06,1.45,,
June,3.32,1.63,2.82,5.51,0.88,4.33,2.83,3.53,0.81,3.00,,
July,1.22,3.00,0.86,3.29,2.22,0.94,0.55,2.11,2.02,2.17,,
August,2.83,2.00,2.92,3.66,2.84,3.05,1.03,1.81,3.42,2.81,,
September,0.62,2.21,1.56,2.07,1.63,1.43,0.88,0.58,2.68,3.38,,
October,2.11,1.28,1.86,7.58,1.35,1.89,4.50,6.02,1.12,4.55,,
November,2.25,0.74,3.07,1.90,1.96,3.47,4.30,2.29,1.05,0.64,,
December,4.07,4.68,1.74,1.78,2.42,0.95,2.11,4.45,2.15,4.23,,
Total,26.82,23.83,22.90,39.94,26.41,24.08,26.54,28.69,25.47,28.40,,
Calc annual,26.82,23.83,22.90,39.94,26.41,24.08,26.54,28.69,25.47,28.40,,
Difference,-0.00,0.00,0.00,0.00,-0.00,0.00,-0.00,0.00,0.00,-0.00,,
