"BEDWORTH CEMETERY",,,,,,,,,,,,
Grid ref,SP359868,Long,-1.472856,Lat,52.477953,,,,,,,
Station no,,,,,,,,,,,,
,,,,,,,,,,,,
,1900,1901,1902,1903,1904,1905,1906,1907,1908,1909,,
January,4.17,1.44,1.79,1.64,2.87,0.71,3.79,0.81,0.79,1.07,,
February,4.50,1.74,1.62,1.06,3.04,0.75,2.64,1.06,1.18,0.76,,
March,0.71,2.02,2.00,4.31,1.68,2.77,1.41,1.10,2.76,3.05,,
April,0.99,2.11,2.56,1.84,0.94,1.71,0.44,1.70,3.36,1.34,,
May,1.81,0.88,2.25,3.00,1.74,0.24,2.22,4.04,2.47,1.71,,
June,2.96,2.46,2.39,1.63,0.47,3.53,3.72,2.84,1.38,3.42,,
July,1.42,4.12,1.67,1.98,2.13,1.05,0.76,3.45,2.98,3.38,,
August,2.90,1.65,4.02,4.19,2.65,4.24,1.05,2.75,3.13,2.10,,
September,0.51,1.07,1.69,2.13,1.96,1.55,1.61,0.80,1.55,2.42,,
October,2.45,1.52,2.39,6.03,0.71,0.97,5.18,4.91,1.03,3.65,,
November,2.22,0.89,1.73,1.89,1.32,2.57,2.71,2.19,1.16,0.48,,
December,5.44,3.63,1.24,1.24,1.98,0.84,2.26,3.28,1.88,3.66,,
Total,30.08,23.53,25.35,30.94,21.49,20.93,27.79,28.93,23.67,27.04,,
Calc annual,30.08,23.53,25.35,30.94,21.49,20.93,27.79,28.93,23.67,27.04,,
Difference,-0.00,0.00,0.00,0.00,-0.00,0.00,0.00,-0.00,0.00,0.00,,
