"NELSON",,,,,,,,,,,,
Grid ref,SD866373,Long,-2.205082,Lat,53.831784,,,,,,,
Station no,,,,,,,,,,,,
,,,,,,,,,,,,
,1900,1901,1902,1903,1904,1905,1906,1907,1908,1909,,
January,,,,4.25,,,,,,,,
February,,,,5.45,,,,,,,,
March,,,,5.59,,,,,,,,
April,,,,2.91,,,,,,,,
May,,,,2.62,,,,,,,,
June,,,,2.41,,,,,,,,
July,,,,3.73,,,,,,,,
August,,,,5.45,,,,,,,,
September,,,,5.29,,,,,,,,
October,,,,10.54,,,,,,,,
November,,,,3.20,,,,,,,,
December,,,,2.43,,,,,,,,
Total,,,,53.87,,,,,,,,
Calc annual,0.00,0.00,0.00,53.87,0.00,0.00,0.00,0.00,0.00,0.00,,
Difference,NaN,NaN,NaN,-0.00,NaN,NaN,NaN,NaN,NaN,NaN,,
