"WASHBURN DALE HIGH HOUSE",,,,,,,,,,,,
Grid ref,SE138611,Long,-1.790739,Lat,54.045687,,,,,,,
Station no,,,,,,,,,,,,
,,,,,,,,,,,,
,1900,1901,1902,1903,1904,1905,1906,1907,1908,1909,,
January,5.06,1.94,2.01,3.94,2.91,1.29,,,,,,
February,5.70,2.16,2.21,4.09,3.29,1.23,,,,,,
March,0.94,3.20,1.44,4.88,1.98,3.35,,,,,,
April,2.13,2.48,1.61,1.90,2.34,3.12,,,,,,
May,2.12,1.35,3.00,3.57,3.27,0.76,,,,,,
June,3.59,1.30,1.52,1.84,1.77,2.40,,,,,,
July,3.27,2.07,2.26,4.53,1.53,,,,,,,
August,6.86,1.70,3.11,5.16,3.88,,,,,,,
September,1.37,1.15,1.65,5.05,1.46,,,,,,,
October,5.09,1.91,3.15,10.09,1.43,,,,,,,
November,4.94,5.44,2.86,1.94,3.64,,,,,,,
December,4.69,6.50,3.50,2.24,2.52,,,,,,,
Total,45.76,31.20,28.32,49.23,30.02,,,,,,,
Calc annual,45.76,31.20,28.32,49.23,30.02,12.15,0.00,0.00,0.00,0.00,,
Difference,0.00,0.00,0.00,0.00,0.00,NaN,NaN,NaN,NaN,NaN,,
