"SOUTHMINSTER",,,,,,,,,,,,
Grid ref,TQ943996,Long,0.807921,Lat,51.661584,,,,,,,
Station no,,,,,,,,,,,,
,,,,,,,,,,,,
,1900,1901,1902,1903,1904,1905,1906,1907,1908,1909,,
January,2.75,0.69,0.45,1.64,2.17,0.99,3.35,0.87,0.95,0.88,,
February,2.61,0.51,1.12,0.91,2.01,0.54,1.55,0.82,1.14,0.95,,
March,0.93,1.59,0.99,1.56,1.23,2.09,1.30,0.84,1.49,2.46,,
April,1.24,1.46,0.98,0.78,0.69,2.46,0.57,2.27,2.87,1.39,,
May,0.75,0.89,2.68,2.53,1.21,0.99,1.70,1.99,1.12,0.77,,
June,2.44,0.77,3.67,5.13,1.20,3.85,1.36,1.98,0.44,4.26,,
July,1.20,2.13,1.01,5.74,2.32,0.61,0.39,1.57,2.75,3.29,,
August,1.59,1.10,2.02,3.44,1.16,1.59,0.26,1.35,2.41,1.64,,
September,1.23,1.08,2.59,2.02,1.03,1.57,1.61,0.46,0.76,1.81,,
October,1.48,1.63,2.03,3.77,1.44,0.94,3.48,2.46,1.54,4.65,,
November,1.44,0.53,0.80,2.76,1.32,1.98,3.73,1.97,0.85,0.98,,
December,1.98,2.33,1.71,1.05,1.84,0.73,2.04,2.41,2.13,3.49,,
Total,19.64,14.71,20.05,31.33,17.62,18.34,21.34,18.99,18.45,26.57,,
Calc annual,19.64,14.71,20.05,31.33,17.62,18.34,21.34,18.99,18.45,26.57,,
Difference,0.00,0.00,0.00,-0.00,0.00,0.00,0.00,0.00,0.00,0.00,,
