"OTTERFORD OTTERHEAD",,,,,,,,,,,,
Grid ref,ST224138,Long,-3.105310,Lat,50.918422,,,,,,,
Station no,,,,,,,,,,,,
,,,,,,,,,,,,
,1900,1901,1902,1903,1904,1905,1906,1907,1908,1909,,
January,6.49,3.92,1.84,4.61,,,,,,,,
February,6.61,1.66,2.11,2.37,,,,,,,,
March,2.02,4.14,2.06,4.96,,,,,,,,
April,1.69,3.27,2.03,2.44,,,,,,,,
May,1.96,1.31,2.25,3.67,,,,,,,,
June,2.55,2.54,3.34,3.71,,,,,,,,
July,1.28,3.24,2.71,3.13,,,,,,,,
August,1.88,1.89,3.72,4.11,,,,,,,,
September,1.07,3.38,2.81,4.42,,,,,,,,
October,3.32,2.22,2.86,8.75,,,,,,,,
November,4.84,1.32,5.86,2.50,,,,,,,,
December,5.83,7.99,3.47,5.57,,,,,,,,
Total,39.54,36.88,35.06,50.24,,,,,,,,
Calc annual,39.54,36.88,35.06,50.24,0.00,0.00,0.00,0.00,0.00,0.00,,
Difference,-0.00,0.00,0.00,0.00,NaN,NaN,NaN,NaN,NaN,NaN,,
