"PAISLEY W.W. MUIRHEAD",,,,,,,,,,,,
Grid ref,NS391571,Long,-4.567135,Lat,55.780367,,,,,,,
Station no,,,,,,,,,,,,
,,,,,,,,,,,,
,1900,1901,1902,1903,1904,1905,1906,1907,1908,1909,,
January,5.68,3.54,6.98,9.59,4.59,3.68,6.96,3.85,6.64,5.84,,
February,2.01,1.89,1.52,9.03,3.57,3.48,2.88,4.59,3.79,3.94,,
March,0.23,2.88,4.96,8.59,2.91,5.73,4.02,6.47,3.94,2.17,,
April,2.68,4.40,1.27,2.22,6.01,3.67,3.12,3.02,2.76,7.00,,
May,2.69,2.57,2.64,3.59,3.40,2.35,6.76,4.06,4.03,1.89,,
June,2.71,3.32,1.70,3.27,2.22,1.52,2.13,6.62,3.79,5.00,,
July,5.16,2.31,4.59,4.51,3.43,4.76,2.65,3.23,4.07,5.00,,
August,6.76,7.03,3.77,10.16,5.69,5.53,6.09,6.59,2.40,3.11,,
September,5.74,4.46,3.91,5.50,5.85,4.11,2.86,2.19,9.26,4.11,,
October,7.33,5.83,4.22,9.50,3.53,4.46,4.06,10.48,2.39,8.68,,
November,5.40,4.57,5.02,4.51,3.54,6.03,5.78,3.87,3.54,1.43,,
December,9.29,5.55,5.24,5.37,5.29,5.39,5.56,7.84,6.56,10.17,,
Total,55.68,48.35,45.82,75.84,50.03,50.71,52.87,62.81,53.17,58.34,,
Calc annual,55.68,48.35,45.82,75.84,50.03,50.71,52.87,62.81,53.17,58.34,,
Difference,0.00,0.00,0.00,0.00,0.00,-0.00,-0.00,0.00,0.00,0.00,,
