"BELPER BLACKBROOK HOUSE",,,,,,,,,,,,
Grid ref,SK333479,Long,-1.504952,Lat,53.027358,,,,,,,
Station no,,,,,,,,,,,,
,,,,,,,,,,,,
,1900,1901,1902,1903,1904,1905,1906,1907,1908,1909,,
January,,,,,,,,,1.54,,,
February,,,,,,,,,2.18,,,
March,,,,,,,,,2.88,,,
April,,,,,,,,,2.64,,,
May,,,,,,,,,3.20,,,
June,,,,,,,,,1.62,,,
July,,,,,,,,,2.83,,,
August,,,,,,,,,4.11,,,
September,,,,,,,,,2.41,,,
October,,,,,,,,,1.31,,,
November,,,,,,,,,1.57,,,
December,,,,,,,,,2.27,,,
Total,,,,,,,,,28.56,,,
Calc annual,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,28.56,0.00,,
Difference,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.00,NaN,,
