"BURY PARSONS LANE",,,,,,,,,,,,
Grid ref,SD805109,Long,-2.296092,Lat,53.594308,,,,,,,
Station no,,,,,,,,,,,,
,,,,,,,,,,,,
,1900,1901,1902,1903,1904,1905,1906,1907,1908,1909,,
January,,,,,,2.13,5.39,2.22,4.26,2.86,,
February,,,,,,2.43,3.71,2.74,3.87,2.67,,
March,,,,,,3.44,3.51,3.82,3.37,3.39,,
April,,,,,,3.20,2.27,1.85,2.50,3.63,,
May,,,,,,0.52,3.60,4.38,3.16,2.35,,
June,,,,,,3.53,1.97,7.62,2.02,2.69,,
July,,,,,,2.36,1.96,2.81,5.02,6.83,,
August,,,,,,5.10,4.75,4.46,3.45,3.24,,
September,,,,,,2.70,1.57,1.20,3.93,2.65,,
October,,,,,,3.54,7.08,4.09,1.83,5.68,,
November,,,,,,4.49,3.59,3.56,3.03,1.52,,
December,,,,,,0.69,5.01,4.24,3.12,8.01,,
Total,,,,,,34.13,44.41,42.99,39.56,45.52,,
Calc annual,0.00,0.00,0.00,0.00,0.00,34.13,44.41,42.99,39.56,45.52,,
Difference,NaN,NaN,NaN,NaN,NaN,0.00,-0.00,0.00,0.00,0.00,,
