"BOTLEY BEECHCROFT CURDRIDGE",,,,,,,,,,,,
Grid ref,SU524135,Long,-1.255930,Lat,50.918590,,,,,,,
Station no,,,,,,,,,,,,
,,,,,,,,,,,,
,1900,1901,1902,1903,1904,1905,1906,1907,1908,1909,,
January,3.16,1.50,1.22,2.27,4.13,0.97,7.07,1.07,1.94,1.10,,
February,4.40,1.57,1.82,1.73,3.89,0.62,3.45,1.44,1.39,0.38,,
March,1.03,2.17,2.25,3.17,1.42,4.65,1.64,0.86,2.98,3.65,,
April,1.48,2.54,1.65,2.88,1.51,1.54,1.09,4.40,2.83,1.36,,
May,1.24,0.91,3.06,3.15,4.17,0.59,2.09,2.60,2.25,1.58,,
June,2.59,2.04,3.85,3.18,1.45,4.78,1.75,2.25,0.71,4.61,,
July,0.96,3.97,1.89,2.97,1.50,0.19,0.67,1.58,1.91,2.62,,
August,2.88,2.08,3.88,4.06,2.93,3.32,1.23,2.02,4.75,2.35,,
September,1.05,1.99,0.87,2.54,2.50,2.52,1.65,0.49,1.73,4.04,,
October,2.73,3.11,2.48,11.45,2.22,2.34,6.07,7.50,1.69,7.61,,
November,3.13,0.52,3.77,1.86,1.02,4.04,4.27,2.85,1.59,0.55,,
December,3.93,4.56,1.74,3.13,3.31,0.80,2.20,4.37,3.34,4.17,,
Total,28.58,26.96,28.48,42.39,30.05,26.36,33.18,31.43,27.11,34.02,,
Calc annual,28.58,26.96,28.48,42.39,30.05,26.36,33.18,31.43,27.11,34.02,,
Difference,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,-0.00,0.00,,
