"BRADFORD LEESHAW RESERVOIR",,,,,,,,,,,,
Grid ref,SE014354,Long,-1.980219,Lat,53.814881,,,,,,,
Station no,,,,,,,,,,,,
,,,,,,,,,,,,
,1900,1901,1902,1903,1904,1905,1906,1907,1908,1909,,
January,6.70,3.45,4.35,5.80,5.86,3.14,8.80,2.43,4.71,3.40,,
February,4.75,1.90,1.65,7.70,6.45,4.00,4.15,4.05,3.31,3.85,,
March,0.82,4.90,2.55,8.00,3.05,4.75,4.25,4.80,4.35,3.14,,
April,2.50,3.65,2.40,3.20,2.30,4.29,2.24,3.46,3.18,4.37,,
May,2.45,1.46,3.75,4.23,3.30,0.84,3.90,3.54,2.77,2.84,,
June,4.50,1.70,1.60,1.72,2.12,3.40,1.73,7.47,2.56,2.26,,
July,1.70,2.27,4.10,5.15,3.35,2.50,2.57,2.99,4.86,6.24,,
August,5.10,3.40,4.00,5.80,6.10,3.37,4.35,4.54,3.85,3.60,,
September,1.70,1.25,2.30,6.90,1.40,2.83,1.63,0.86,3.90,3.90,,
October,6.84,3.50,5.50,14.80,2.45,4.38,8.08,5.58,2.38,5.32,,
November,5.30,7.55,3.40,4.32,5.65,6.00,6.71,3.50,3.74,2.50,,
December,5.55,6.15,7.10,4.15,4.45,1.90,4.80,5.67,3.50,6.50,,
Total,47.91,41.18,42.70,71.77,46.48,41.40,53.21,48.89,43.11,47.92,,
Calc annual,47.91,41.18,42.70,71.77,46.48,41.40,53.21,48.89,43.11,47.92,,
Difference,0.00,0.00,0.00,-0.00,-0.00,0.00,0.00,0.00,-0.00,0.00,,
