"THIRSK MOUNT ST JOHN",,,,,,,,,,,,
Grid ref,SE473847,Long,-1.275466,Lat,54.255796,,,,,,,
Station no,,,,,,,,,,,,
,,,,,,,,,,,,
,1900,1901,1902,1903,1904,1905,1906,1907,1908,1909,,
January,,1.13,0.81,2.22,2.03,0.45,2.80,0.60,1.28,0.59,,
February,,2.37,1.70,1.25,2.16,1.08,1.53,1.51,2.00,0.81,,
March,,1.60,0.75,2.37,1.58,1.95,2.18,0.93,2.75,4.23,,
April,,1.91,1.63,1.70,1.57,2.58,1.16,2.29,3.15,2.04,,
May,,1.17,2.29,3.10,3.63,1.22,2.93,3.06,1.46,1.18,,
June,,1.66,1.92,1.90,1.22,1.42,1.49,3.42,0.39,2.85,,
July,,1.11,2.54,4.01,1.71,1.41,1.57,1.61,3.94,2.76,,
August,,1.65,2.49,2.76,3.20,2.54,2.36,2.08,1.73,3.53,,
September,,1.23,0.54,3.51,1.62,2.79,0.47,0.75,2.45,2.26,,
October,,2.43,2.61,7.16,0.61,1.96,4.95,4.24,1.12,2.69,,
November,,3.98,1.27,2.16,2.54,4.17,2.68,2.54,1.55,0.82,,
December,,3.88,2.12,1.00,2.20,0.31,2.58,2.97,1.31,3.60,,
Total,,24.12,20.67,33.14,24.07,21.88,26.70,26.00,23.13,27.36,,
Calc annual,0.00,24.12,20.67,33.14,24.07,21.88,26.70,26.00,23.13,27.36,,
Difference,NaN,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,-0.00,,
