"CALNE CALSTONE RECTORY",,,,,,,,,,,,
Grid ref,SU027683,Long,-1.962566,Lat,51.413713,,,,,,,
Station no,ZZ999,,,,,,,,,,,
,,,,,,,,,,,,
,1900,1901,1902,1903,1904,1905,1906,1907,1908,1909,,
January,3.14,1.61,,,,,,,,,,
February,5.23,1.42,,,,,,,,,,
March,1.64,2.44,,,,,,,,,,
April,2.17,2.46,,,,,,,,,,
May,1.68,1.87,,,,,,,,,,
June,2.20,1.89,,,,,,,,,,
July,1.78,3.77,,,,,,,,,,
August,2.78,2.21,,,,,,,,,,
September,0.88,1.99,,,,,,,,,,
October,2.54,,,,,,,,,,,
November,2.94,,,,,,,,,,,
December,4.83,,,,,,,,,,,
Total,31.81,,,,,,,,,,,
Calc annual,31.81,19.66,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,
Difference,-0.00,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,,
