"BURNHOPE, SALLY GRAIN FOOT",,,,,,,,,,,,
Grid ref,NY816387,Long,-2.287330,Lat,54.742923,,,,,,,
Station no,,,,,,,,,,,,
,,,,,,,,,,,,
,1900,1901,1902,1903,1904,1905,1906,1907,1908,1909,,
January,,4.45,,,,,,,,,,
February,,3.25,,,,,,,,,,
March,,4.15,,,,,,,,,,
April,,2.62,,,,,,,,,,
May,,1.38,,,,,,,,,,
June,,3.37,,,,,,,,,,
July,,1.80,,,,,,,,,,
August,,3.58,,,,,,,,,,
September,,2.52,,,,,,,,,,
October,,4.15,,,,,,,,,,
November,6.40,8.00,,,,,,,,,,
December,9.38,4.78,,,,,,,,,,
Total,,44.05,,,,,,,,,,
Calc annual,15.78,44.05,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,
Difference,NaN,-0.00,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,,
