"HORSHAM MANOR HOUSE",,,,,,,,,,,,
Grid ref,TQ171305,Long,-0.330337,Lat,51.061905,,,,,,,
Station no,,,,,,,,,,,,
,,,,,,,,,,,,
,1900,1901,1902,1903,1904,1905,1906,1907,1908,1909,,
January,4.19,1.27,1.11,2.89,5.09,1.70,5.86,1.26,1.97,1.06,,
February,6.77,1.69,1.76,2.05,4.15,0.88,2.90,1.49,1.25,0.53,,
March,1.40,2.59,2.58,3.85,1.35,4.19,1.41,0.97,2.70,4.03,,
April,0.74,2.73,1.29,2.82,1.65,1.66,0.75,3.98,2.60,1.55,,
May,1.74,1.27,2.77,3.32,3.76,0.68,1.86,2.01,2.34,1.65,,
June,3.69,1.99,3.17,3.58,1.13,4.41,1.68,2.17,2.15,2.80,,
July,1.60,3.25,1.29,3.93,0.95,0.73,0.81,1.04,2.38,2.35,,
August,2.30,2.39,5.04,4.46,1.73,3.77,1.10,2.20,3.88,2.55,,
September,1.68,2.36,1.21,3.83,1.99,2.07,1.23,0.68,1.47,3.35,,
October,2.31,4.52,2.93,7.56,2.55,1.39,5.00,5.34,2.10,6.41,,
November,3.51,0.81,3.97,2.31,1.42,5.72,5.65,2.66,1.09,1.06,,
December,4.16,6.84,1.70,2.44,3.82,1.02,2.49,3.55,3.84,4.82,,
Total,34.09,31.71,28.82,43.04,29.59,28.22,30.74,27.35,27.77,32.16,,
Calc annual,34.09,31.71,28.82,43.04,29.59,28.22,30.74,27.35,27.77,32.16,,
Difference,0.00,0.00,0.00,0.00,0.00,0.00,-0.00,0.00,0.00,0.00,,
