"MELROSE DRYGRANGE",,,,,,,,,,,,
Grid ref,NT576356,Long,-2.674659,Lat,55.612140,,,,,,,
Station no,,,,,,,,,,,,
,,,,,,,,,,,,
,1900,1901,1902,1903,1904,1905,1906,1907,1908,1909,,
January,,,,,,,,,,1.71,,
February,,,,,,,,,,1.61,,
March,,,,,,,,,,4.82,,
April,,,,,,,,,,3.16,,
May,,,,,,,,,,1.61,,
June,,,,,,,,,,1.57,,
July,,,,,,,,,,2.00,,
August,,,,,,,,,,1.56,,
September,,,,,,,,,,2.01,,
October,,,,,,,,,,3.58,,
November,,,,,,,,,,0.42,,
December,,,,,,,,,,3.11,,
Total,,,,,,,,,,27.16,,
Calc annual,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,27.16,,
Difference,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.00,,
