"HAYWARDS HEATH WIVELSFIELD BRAYDELL LODGE",,,,,,,,,,,,
Grid ref,TQ338219,Long,-0.095328,Lat,50.980970,,,,,,,
Station no,,,,,,,,,,,,
,,,,,,,,,,,,
,1900,1901,1902,1903,1904,1905,1906,1907,1908,1909,,
January,,,0.76,2.45,,,,,,,,
February,,,1.26,1.49,,,,,,,,
March,,,1.69,2.93,,,,,,,,
April,,,0.91,2.11,,,,,,,,
May,,1.06,2.28,3.12,,,,,,,,
June,,1.75,3.44,4.38,,,,,,,,
July,,2.17,1.43,3.95,,,,,,,,
August,,1.59,4.21,4.07,,,,,,,,
September,,1.69,0.44,3.34,,,,,,,,
October,,3.17,2.09,7.18,,,,,,,,
November,,0.60,2.86,2.09,,,,,,,,
December,,4.81,2.01,,,,,,,,,
Total,,,23.38,,,,,,,,,
Calc annual,0.00,16.84,23.38,37.11,0.00,0.00,0.00,0.00,0.00,0.00,,
Difference,NaN,NaN,-0.00,NaN,NaN,NaN,NaN,NaN,NaN,NaN,,
