"LAMBETH BRIXTON ST JAMES' ROAD",,,,,,,,,,,,
Grid ref,TQ281701,Long,-0.159297,Lat,51.415454,,,,,,,
Station no,,,,,,,,,,,,
,,,,,,,,,,,,
,1900,1901,1902,1903,1904,1905,1906,1907,1908,1909,,
January,,,,,,1.05,3.48,0.70,1.45,0.72,,
February,,,,,,0.64,1.52,1.10,1.37,0.48,,
March,,,,,,3.41,0.92,0.91,2.28,2.90,,
April,,,,,1.16,1.55,0.67,3.22,2.15,1.50,,
May,,,,,2.03,0.71,1.37,1.57,1.68,1.30,,
June,,,,,0.84,4.40,3.24,2.25,2.12,3.49,,
July,,,,,1.52,0.67,0.57,1.04,3.55,3.45,,
August,,,,,1.58,3.00,0.71,1.88,2.99,1.62,,
September,,,,,1.13,1.30,2.17,0.58,1.25,2.01,,
October,,,,,1.54,1.00,2.89,3.12,2.03,3.70,,
November,,,,,1.58,3.13,4.04,2.12,0.73,0.94,,
December,,,,,1.96,0.54,2.01,3.05,1.74,2.18,,
Total,,,,,,21.40,23.59,21.54,23.34,24.29,,
Calc annual,0.00,0.00,0.00,0.00,13.34,21.40,23.59,21.54,23.34,24.29,,
Difference,NaN,NaN,NaN,NaN,NaN,0.00,0.00,0.00,-0.00,0.00,,
