"REDHILL (LONDON RD)",,,,,,,,,,,,
Grid ref,TQ281512,Long,-0.166086,Lat,51.245598,,,,,,,
Station no,118,,,,,,,,,,,
,,,,,,,,,,,,
,1951,1952,1953,1954,1955,1956,1957,1958,1959,1960,,
January,3.41,2.30,1.56,1.54,3.25,4.42,2.44,2.90,3.29,2.94,,
February,6.62,0.85,1.49,2.24,1.67,0.35,4.00,2.51,0.15,2.21,,
March,3.57,3.35,0.43,2.68,1.43,0.93,1.53,1.75,2.16,2.02,,
April,3.21,1.66,2.54,0.43,0.39,2.10,0.20,1.04,2.66,0.88,,
May,2.45,1.57,1.86,2.38,4.14,0.26,1.49,2.34,0.69,1.52,,
June,1.38,1.71,1.73,3.86,1.95,2.96,1.50,4.15,3.02,1.46,,
July,2.26,0.82,3.50,3.51,1.21,4.89,4.44,1.74,0.81,3.18,,
August,4.98,3.84,1.60,2.96,1.61,2.78,2.44,3.56,1.18,2.77,,
September,2.95,2.53,3.24,2.10,2.06,2.93,2.75,5.65,0.13,3.70,,
October,1.22,3.20,3.96,2.40,4.51,1.31,1.83,3.84,3.21,6.48,,
November,6.15,3.60,1.80,5.83,1.18,0.92,2.68,2.38,3.03,5.28,,
December,3.19,3.11,0.68,1.86,2.85,3.79,2.12,3.57,5.06,3.40,,
Total,41.39,28.54,24.39,31.79,26.25,27.64,27.42,35.43,25.39,35.84,,
Calc annual,41.39,28.54,24.39,31.79,26.25,27.64,27.42,35.43,25.39,35.84,,
Difference,0.00,-0.00,0.00,0.00,0.00,0.00,-0.00,0.00,0.00,0.00,,
