CRANLEIGH-COMMON-STONEFIELD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Grid ref,TQ054393,Long,-0.49465,Lat,51.14391,Elevation,182,ft,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Station no,RR4840,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,1890,1891,1892,1893,1894,1895,1896,1897,1898,1899,1900,1901,1902,1903,1904,1905,1906,1907,1908,1909,1910,1911,1912,1913,1914,1915,1916,1917,1918,1919,1920,1921,1922,1923,1924,1925,1926,1927,1928,1929,1930
January,,,0.52,2.23,4.89,2.26,0.78,2.47,0.61,3.21,3.94,1.41,1.05,2.78,5.4,1.43,4.22,0.95,1.7,1.12,2.95,1.58,3.11,4.5,0.77,4.01,1.44,1.45,3.66,5.18,4,2.95,4.2,,,,,,,,
February,,,1.03,3.74,1.92,0.17,0.45,3.24,1.16,2.73,5.8,2.21,1.6,2.05,4.11,0.75,2.66,1.49,1.04,0.52,4.34,1.83,2.34,1.2,5.23,5.69,4.91,1,1.71,2.72,0.68,0.19,2.7,,,,,,,,
March,,,1.41,0.55,1.73,2.13,3.77,4.82,1.48,0.66,0.97,2.13,1.9,3.46,1.3,4.33,1.62,1.13,3.45,4.46,1.58,2.25,4.75,3.15,4.77,0.72,4.5,2.08,1.28,4.66,2.36,1.35,2.32,,,,,,,,
April,,,1.23,0.17,2.77,1.97,0.56,1.52,1.16,2.98,1,2.63,1.1,2.53,1.45,1.28,0.69,3.93,2.85,2.28,1.64,2.35,0.08,3.96,1.32,1.41,1.16,2.49,3.79,2.2,3.52,1.14,3.76,,,,,,,,
May,,,1.3,0.72,2.18,0.43,0.5,1.6,3.75,1.54,1.27,0.75,2.29,3.16,3.39,0.52,1.44,2.1,2.58,2.05,2.7,1.06,1.43,2.68,1.4,3.3,1.92,1.28,1.71,0.19,0.98,1.81,0.98,,,,,,,,
June,,,2.13,0.98,3.02,0.29,4.06,1.74,1.51,1.4,3.03,1.81,2.4,4.45,0.75,5.08,1.88,1.98,3.42,3.6,2.82,2.8,3,0.69,0.93,0.85,2.46,1.78,1.36,0.85,2.26,0.14,1.13,,,,,,,,
July,,,2.56,3.55,6.08,5.35,1.24,2.88,0.69,1.37,1.08,1.3,1.17,3.78,0.94,0.5,0.75,1.65,2.75,2.65,2.68,1.46,2.07,2.38,1.85,4.79,1.4,4.24,4.26,2.15,5.72,0.43,4.86,,,,,,,,
August,,,3.56,1.13,2.28,2.18,2.31,3.36,1.04,0.72,3.33,1.9,3.81,5.81,2.03,3.45,0.69,2.48,5.51,2.96,3.12,0.75,6.22,2.33,1.67,1.7,3.82,5.9,1.09,3.01,1.77,2.08,2.85,,,,,,,,
September,,,2.82,1.37,2.21,0.82,7.12,2.31,1.25,2.75,1.1,2.64,0.78,4.53,1.93,2.13,1.76,1.03,1.46,3,0.6,1.48,3.92,2.39,1.63,2.25,2.1,1.66,5.38,1.7,2.68,0.93,1.89,,,,,,,,
October,,,4.34,4.35,4.66,3.22,3.5,0.6,3.36,2.21,2.35,2.72,2.34,8.71,2.28,2.03,4.61,6.37,2.8,6.5,3.78,5.29,3.3,5.32,1.62,3.16,5.71,3.84,1.4,0.69,3.06,0.84,1.02,,,,,,,,
November,,,3.18,3.06,5.25,5.45,1.57,1.1,4.31,5.79,3,0.8,3.2,2.14,1.5,4.43,5.5,3.34,1.07,0.6,3.68,4.67,2.73,3.08,4.18,3.14,5.9,1.2,2.84,1.92,1.93,2.19,2.21,,,,,,,,
December,,,1.71,3.17,2.21,2.96,4.64,4.05,3.07,1.71,3.66,4.91,1.4,2.84,3.32,0.72,2.55,3.45,3.72,4.54,4.9,8.94,3.58,2.04,10.33,7.04,3.62,2.25,2.71,5.89,2.9,1.92,5.03,,,,,,,,
Total,,,25.79,25.02,39.2,27.23,30.5,29.69,23.39,27.07,30.53,25.21,23.04,46.24,28.4,26.65,28.37,29.9,32.35,34.28,34.79,34.46,36.53,33.72,35.7,38.06,38.94,29.17,31.19,31.16,31.86,15.97,32.95,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1896 Jan 1 Gauge moved 235yds SE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
