"WHITTLE DENE FILTERS",,,,,,,,,,,,
Grid ref,NZ075675,Long,-1.884285,Lat,55.002016,,,,,,,
Station no,3569,,,,,,,,,,,
,,,,,,,,,,,,
,1951,1952,1953,1954,1955,1956,1957,1958,1959,1960,,
January,1.70,1.97,0.75,2.31,2.16,2.84,1.28,1.32,1.90,4.26,,
February,2.19,0.52,1.40,1.49,2.15,2.35,2.18,3.06,0.56,1.75,,
March,3.58,1.24,0.20,0.79,1.71,0.75,1.43,2.23,0.58,1.93,,
April,1.77,1.25,2.19,0.78,0.81,0.92,0.62,1.61,1.66,1.17,,
May,3.38,1.71,2.08,3.87,1.61,0.46,1.68,3.81,0.25,2.15,,
June,1.57,2.04,2.17,2.19,2.16,3.78,1.91,3.25,1.81,0.35,,
July,1.48,1.91,2.50,2.18,1.56,2.48,2.92,3.92,1.12,4.83,,
August,5.04,2.43,4.32,4.83,0.82,8.60,3.84,3.92,0.29,3.80,,
September,1.13,3.01,2.24,3.54,1.22,2.69,2.96,1.98,0.81,1.90,,
October,0.74,2.67,1.55,5.40,1.23,1.91,2.12,1.40,1.73,5.61,,
November,6.37,3.31,1.11,2.81,0.98,0.58,1.66,0.79,4.29,2.91,,
December,1.84,3.17,1.20,2.42,3.08,1.30,2.06,3.40,3.01,1.87,,
Total,30.79,25.23,21.71,32.61,19.49,28.66,24.66,30.69,18.01,32.53,,
Calc annual,30.79,25.23,21.71,32.61,19.49,28.66,24.66,30.69,18.01,32.53,,
Difference,0.00,0.00,0.00,0.00,-0.00,0.00,0.00,0.00,0.00,0.00,,
