DARLEY HALL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Grid ref,SK276630,Long,-1.588041,Lat,53.164033,Elevation,400,ft,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Station no,RR3151,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,1890,1891,1892,1893,1894,1895,1896,1897,1898,1899,1900,1901,1902,1903,1904,1905,1906,1907,1908,1909,1910,1911,1912,1913,1914,1915,1916,1917,1918,1919,1920,1921,1922,1923,1924,1925,1926,1927,1928,1929,1930
January,,,2.63,1.89,3.55,5.37,1.22,2.59,1.24,4.37,5.36,2.5,1.63,3.34,4.09,1.31,4.5,1.12,1.75,1.34,2.79,1.37,5.07,4.54,1.82,4.32,1.49,3.57,2.86,4.98,4.57,4.36,4.72,2.03,2.71,3.53,4.1,,,,
February,,,2.41,4.84,3.82,0.29,1.04,3.92,2.33,2.38,5.11,1.68,2.01,1.89,4.95,1.7,3.85,2.6,2.63,0.79,3.95,2.44,1.78,1.67,3,5.61,5.89,0.67,2.52,2.93,3.41,0.31,3.68,6.21,1.11,4.75,2.29,,,,
March,,,1.41,0.78,2.5,3.15,4.2,3.99,1.69,1.59,0.92,3.71,2.07,4.63,2.16,4.16,2.38,2,3.53,4.52,0.7,1.52,4.5,5.3,3.44,1.6,5.04,2.68,1.42,5.12,2.4,1.87,2.35,2.21,1.25,1.16,1.18,,,,
April,,,1.16,0.86,3.18,2.41,1.18,2.43,2.76,3.62,1.65,1.83,2.97,2.1,1.94,2.65,0.81,2.24,2.7,1.58,3.21,1.58,0.49,3.65,1.25,1.11,1.74,1.84,1.87,1.95,6.17,1.63,3.16,2.8,2.47,2.75,2.25,,,,
May,,,4.35,3.42,3.34,0.41,0.35,1.53,2.49,3.05,1.78,1.33,3.65,3.09,1.66,0.75,2.24,3.91,3.28,2.01,2.56,1.56,2.55,2.42,1.72,1.62,2.25,2.15,1.94,1.32,3.47,1.43,0.67,3.2,3.7,4.16,3.6,,,,
June,,,5.24,1.04,2,1.48,2.84,3.37,1.6,1.87,3.27,1.41,1.54,1.24,0.73,3,1.68,4.51,1.71,2.68,2.34,2.3,3.25,1.12,2.6,1.31,2.12,2.66,0.84,1.16,2.86,0.32,1.26,0.56,1.84,0.04,2.21,,,,
July,,,2.58,3.49,3.04,4.05,1.25,1.1,1.48,1.18,4.17,4.23,2.04,3.01,2.4,1.38,0.82,2.02,2.62,3.1,2.9,0.08,4.81,1.54,3.57,4.36,1.49,1.35,3.12,3.87,4.21,0.77,4.21,3.48,4.09,1.82,3.56,,,,
August,,,2.89,2.51,2.3,2.35,2.34,2.8,3.33,0.65,4.6,1.49,2.96,5.43,4.59,4.6,2.02,2.93,3.62,2.19,4.75,1.72,5.78,1.87,1.29,2.22,2.41,5.76,2.41,2.93,0.9,3.79,5.58,3.54,3.73,3.63,2.14,,,,
September,,,2.67,1.84,0.57,1.09,6.4,2.71,0.82,4.09,1.47,0.88,1.54,3.66,1.76,1.69,0.75,0.63,2.22,1.95,0.42,1.78,1.27,2.01,1.37,0.84,1.53,1.12,7.03,3.05,1.66,0.83,2.59,3.55,3.16,3.2,1.62,,,,
October,,,5.2,2.24,4.96,3.28,4.94,1.2,3.97,3.4,3.46,2.37,3.19,7.3,0.68,1.58,6.18,6.43,1.03,4.69,2.73,2.42,3.5,3.86,3,1.84,3.98,4.29,1.3,3.46,2.11,2.98,1.38,2.27,5,3.77,3.27,,,,
November,,,2.36,1.96,2.34,4.79,1.98,3.26,4.39,1.76,2.9,4.07,2.88,2.56,1.92,4.91,3.57,2.93,1.72,0.64,5.94,3.38,2.45,2.89,4.56,3.72,4.58,2.06,1.99,2.88,1.1,1.81,1.64,3.95,2.13,2.88,5.15,,,,
December,,,1.44,4.8,2.69,4.13,5.83,4.74,3.78,2.59,5.31,7.51,2.63,1.93,1.66,0.86,3.06,2.87,2.25,6.48,6.67,6.85,3.29,1.46,7.34,7.29,3.31,2.88,4.9,5.87,3.54,3.43,5.03,4.01,3.64,3.03,1.41,,,,
Total,,,34.34,29.67,34.29,32.8,33.57,33.64,29.88,30.55,40,33.01,29.11,40.18,28.54,28.59,31.86,34.19,29.06,31.97,38.96,27,38.74,32.33,34.96,35.84,35.83,31.03,32.2,39.52,36.4,23.53,36.27,37.81,34.83,34.72,32.78,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Observer was Alfred Clay,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NGR and elevation verified to OS map,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Some readings from the 1920s were copied from Darley Hall to Darley Dale Whitworth Institute,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
See Darley Dale Whitworth Institute file for details,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
