"ASHBY-DE-LA-ZOUCHE COLE ORTON",,,,,,,,,,,,
Grid ref,SK391173,Long,-1.422147,Lat,52.751907,,,,,,,
Station no,RR4190,,,,,,,,,,,
,,,,,,,,,,,,
,1900,1901,1902,1903,1904,1905,1906,1907,1908,1909,,
January,3.54,,,,,,,,,,,
February,3.68,,,,,,,,,,,
March,0.75,,,,,,,,,,,
April,0.99,,,,,,,,,,,
May,1.66,,,,,,,,,,,
June,3.25,,,,,,,,,,,
July,2.59,,,,,,,,,,,
August,4.45,,,,,,,,,,,
September,0.28,,,,,,,,,,,
October,3.18,,,,,,,,,,,
November,2.52,,,,,,,,,,,
December,3.76,,,,,,,,,,,
Total,30.65,,,,,,,,,,,
Calc annual,30.65,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,
Difference,0.00,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,,
