ASHBY-DE-LA-ZOUCH-COLEORTON,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Grid ref,SK391173,Long,-1.422147,Lat,52.751907,Elevation,540,ft,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Station no,RR4190,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,1890,1891,1892,1893,1894,1895,1896,1897,1898,1899,1900,1901,1902,1903,1904,1905,1906,1907,1908,1909,1910,1911,1912,1913,1914,1915,1916,1917,1918,1919,1920,1921,1922,1923,1924,1925,1926,1927,1928,1929,1930
January,,1.5,1.45,1.81,1.49,3.86,1.34,3.01,1.45,2.65,3.54,,,,2.65,1.38,3.29,1.22,1.2,1.25,1.77,0.8,4.11,3.52,1.15,2.61,1.8,1.91,2.32,3.98,3.22,2.66,1.8,1.84,3.45,,,,,,
February,,0.15,1.44,2.59,2.27,0.64,0.7,3.01,1.2,1.43,3.68,,,,4.08,0.74,2.45,1.33,1.37,0.77,2.49,1.88,1.61,0.77,1.4,2.93,4.84,1.02,1.5,3.08,2.09,0.49,2.99,4.78,0.76,,,,,,
March,,1.45,1.27,0.27,0.92,1.66,2.44,2.76,0.78,1.11,0.75,,,,1.97,2.92,1.54,1.09,3.12,3.12,0.69,1.56,3.15,4.36,2.38,1.19,4.56,1.8,1.3,4.89,2.44,1.29,1.83,1.89,1.18,,,,,,
April,,2.22,0.95,0.44,1.49,1.81,0.83,2.55,2.07,2.55,0.99,,,,1.2,1.92,0.91,2.15,2.93,1.46,2.48,1.12,0.27,2.79,1.15,1.04,1.74,1.31,2.35,1.81,4.82,0.64,2.34,2.54,2.55,,,,,,
May,,2.5,2.08,2.35,2.05,0.73,0.49,1.3,2.83,3.94,1.66,,,,1.3,0.49,2.36,4.18,1.96,1.56,2.37,0.67,3.06,2.19,1.69,1.84,2.58,3.12,2.56,1.41,2.88,1.05,1.25,2.59,3.96,,,,,,
June,,5.26,2.71,0.81,2,0.89,1.77,2.67,2.33,1.66,3.25,,,,0.64,2.85,2.77,3.33,1.13,3.4,1.15,2,4.59,1.08,2.48,2.05,1.51,3.66,0.79,1.1,2.07,0.09,0.88,0.8,2.23,,,,,,
July,,2.62,1.82,3.57,2.69,3.01,2.09,0.58,1.2,1.9,2.59,,,,2.55,1.31,0.65,3.21,2.65,3.73,3.17,0.51,4.19,1.27,3.75,8.23,2.13,2.52,2.58,3.07,4.79,0.52,5.63,3.93,3.02,,,,,,
August,,4.23,2.45,1.68,2.59,2.5,2.08,2.66,2.49,0.88,4.45,,,,3.9,3.3,1.35,2.62,2.76,3.12,3.62,1.49,6.83,1.34,1.94,1.97,2.11,6.44,2.53,2.99,1.06,4.96,5.62,2.61,,,,,,,
September,,1.25,2.62,2.37,0.75,1.24,4.53,2.84,0.6,2.82,0.28,,,,1.69,2.07,1.36,0.53,1.77,2.79,0.77,1.58,0.94,2.74,2.27,1.31,1.3,1.67,6.21,2.07,2.48,2.04,2.72,3.59,,,,,,,
October,,5.04,3.01,2.37,2.64,3.21,2.62,1.52,2.89,3.07,3.18,,,,1.62,1.43,5.6,4.78,1.03,3.75,2.91,2.18,2.3,5.05,2.06,1.67,3.32,4.08,1.69,2.69,1.78,2.18,0.69,3.23,,,,,,,
November,,2.52,1.33,2.2,2.1,3.14,1.42,1.6,2.37,1.22,2.52,,,,1.59,2.88,3.33,2.13,1.75,0.89,5.14,2.42,1.63,2.25,3.73,2.97,3.31,1.37,2.06,2.39,1.05,2.11,1.07,2.39,,,,,,,
December,,3.48,2.05,3.15,2.4,2.79,3.36,1.86,2.03,2.14,3.76,,,,1.9,0.98,2.4,2.96,1.71,4.52,5.45,4.27,3.92,1.12,4.74,5.79,2.52,1.2,4.01,4.72,2.67,2.32,4,4.84,,,,,,,
Total,,32.22,23.18,23.61,23.39,25.48,23.67,26.36,22.24,25.37,30.65,,,,25.09,22.27,28.01,29.53,23.38,30.36,32.01,20.48,36.6,28.48,28.74,33.6,31.72,30.1,29.9,34.2,31.35,20.35,30.82,35.03,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1890 Total estimated,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
