GORESBRIDGE BARRAGHCORE HOUSE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Grid ref,IS6817055959,Long,-6.993333,Lat,52.650833,Elevation,130,ft,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Station no,6073,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,1890,1891,1892,1893,1894,1895,1896,1897,1898,1899,1900,1901,1902,1903,1904,1905,1906,1907,1908,1909,1910,1911,1912,1913,1914,1915,1916,1917,1918,1919,1920,1921,1922,1923,1924,1925,1926,1927,1928,1929,1930,1931,1932,1933,1934,1935,1936,1937,1938,1939,1940
January,,,,,,,,2.33,2.63,4,3.03,3.6,1.91,4.52,3.62,1.76,4,0.71,2.08,1.69,2.79,1.43,4.05,6.88,1.32,2.61,1.52,1.42,2.98,3.71,5.29,3.34,3.13,1.67,6.69,,,2.71,3.39,1.36,4.78,,,,,,,,,,
February,,,,,,,,1.62,1.54,3.08,4.23,1.46,2.86,2.82,4,1,2.25,1.61,1.67,0.61,4.53,2.13,3.72,1.34,4.26,4.04,4.08,1.37,3.19,2.08,1.94,1.98,1.94,6.21,1.27,,,2.01,2.78,3.08,0.6,,,,,,,,,,
March,,,,,,,,3.59,0.45,0.71,0.94,2.02,2.21,5.33,2.35,3.93,2.06,0.99,3.54,2.75,1.78,1.72,3.49,3.36,3.33,0.51,1.02,3.46,1.78,2.27,3.64,2.21,1.33,1.9,1.76,,,3.82,4.51,1.1,4.13,,,,,,,,,,
April,,,,,,,,3.57,3.82,2.38,2.02,2.11,2.51,1.3,1.3,3.35,1.58,2.73,1.97,4.48,2.43,2.47,0.95,3.28,1.02,1.26,1.95,1.14,1.5,1.43,3.42,0.58,2.59,3.35,2.23,,,0.63,2,0.8,1.77,,,,,,,,,,
May,,,,,,,,1.77,2.28,2.57,2.32,1.41,1.34,2.08,2.42,0.53,2.31,3.58,1.77,1.63,2.26,1.61,1.04,3.91,1.38,1.46,3.23,2.41,2.79,2.15,2.69,1.39,1.13,1.09,3.24,,,1.19,1.28,2.51,2.08,,,,,,,,,,
June,,,,,,,,3.24,2.72,2.06,4.03,2.22,2.63,2.68,1.9,1.04,1.18,3.89,1.31,1.99,4.18,1.14,3.87,1.85,1.11,1.81,2.72,1.53,1.59,3.38,1.17,0.27,0.83,0.69,3.34,,,2.24,4.49,1.99,1.83,,,,,,,,,,
July,,,,,,,,2.24,0.92,4.38,3.07,0.57,2.41,4.68,3.35,1.43,1.51,2.53,3.82,2.28,3.23,2.67,5.2,0.33,3.04,5.14,0.97,1.69,3.83,1.31,5,3.61,2.07,1.96,3.15,,,2.95,1.05,2.33,3.11,,,,,,,,,,
August,,,,,,,,5.62,3.96,1.36,3.29,3.45,2.89,3.38,4.44,4.27,2.09,2.65,3.39,0.75,5.05,1.79,4.25,1.09,3.4,3.11,2.24,7.56,2.52,2.28,2.41,4.03,4.82,5.28,2.45,,,3.98,6.24,2.72,6,,,,,,,,,,
September,,,,,,,,2.51,1.6,1.8,1.06,4.19,3.42,2.75,2.61,1.81,0.94,0.96,5.75,2.93,0.69,3.58,0.29,2.75,2.47,1.06,1.97,1.91,6.09,1.77,1.11,1.14,2.53,2.4,5.19,,,1.92,1.16,0.8,3.88,,,,,,,,,,
October,,,,,,,,3.21,3.34,1.58,3.67,2.72,2.38,3.64,1.3,0.89,5.44,5,2.21,5.94,2.73,3.53,2.42,5.3,1.69,3.87,5.28,2.31,3.75,0.71,6.16,3.09,0.94,3.87,3.19,,,2.49,5.38,3.35,5.21,,,,,,,,,,
November,,,,,,,,4.69,4.04,3.28,6.67,2.09,5.38,1.62,1.42,2.98,1.5,3.09,2.26,1.4,3.45,4.04,1.8,3.42,2.87,2.09,4.6,2.12,2.65,1.24,2.19,3.65,1.29,1.96,4.31,,,2.21,3.24,4.99,3.32,,,,,,,,,,
December,,,,,,,,3.63,1.58,4.29,3.34,2.57,2.33,2.91,1.91,1.54,3.24,3.39,4.04,3.5,3.88,7.45,3.29,1.52,7.26,4.59,2.82,1.81,4.1,5.23,2.75,1.67,3.15,2.59,4,,,2.17,2.76,7.1,3.78,,,,,,,,,,
Total,,,,,,,,38.02,28.88,31.49,37.67,28.41,32.27,37.71,30.62,24.53,28.1,31.13,33.81,29.95,37,33.56,34.37,35.03,33.15,31.55,32.4,28.73,36.77,27.56,37.77,26.96,25.75,32.97,40.82,,,28.32,38.28,32.13,40.49,,,,,,,,,,
