MARKBEECH-EDELLS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Grid ref,TQ476421,Long,0.11005,Lat,51.15995,Elevation,320,ft,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Station no,337,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,1900,1901,1902,1903,1904,1905,1906,1907,1908,1909,1910,1911,1912,1913,1914,1915,1916,1917,1918,1919,1920,1921,1922,1923,1924,1925,1926,1927,1928,1929,1930,1931,1932,1933,1934,1935,1936,1937,1938,1939,1940,1941,1942,1943,1944,1945,1946,1947,1948,1949,1950
January,,,,,,,4.22,1.59,1.74,1.45,2.94,1.32,2.57,4,0.76,2.56,1.18,1.34,2.76,4.1,2.43,1.59,3.56,0.98,2.05,1.46,2.59,2.11,2.45,1.27,3.56,1.97,3.36,2.22,2.71,1.1,5.02,6.51,3.4,4.9,2.46,2.8,3.02,5.04,2.04,1.99,,,,,
February,,,,,,,2.65,1.35,1.22,0.52,4.3,1.45,2.19,0.9,3.92,3.99,5.07,0.9,0.87,2.02,0.4,0.93,1.64,3.78,0.89,2.96,2.26,4.12,1.1,0.59,1.16,2.47,0.68,2.33,0.14,4.31,2.18,4.95,1.11,1.25,2.23,2.98,0.9,1.89,1.05,1.9,,,,,
March,,,,,,,1.67,0.82,2.71,4.33,1.57,2.37,4.76,2.94,5.26,0.41,3.75,1.89,0.83,3.04,1.2,1.7,1.61,1.73,1.62,0.87,0.32,2.73,1.61,0.02,1.2,0.35,1.59,3.3,2.78,0.44,1.17,4.06,0.57,1.37,2.99,3.3,2.36,0.38,0.06,1.83,,,,,
April,,,,,,,0.98,2.72,2.4,1.57,2.01,2.32,0.09,3.02,1.38,1.19,1.21,2.14,3.14,2.34,2.18,0.83,2.33,2.04,2.25,1.94,2.89,1.36,1.66,0.97,1.5,3.94,2.6,0.69,2.47,3.18,2.2,2.52,0.23,2.22,1.62,1.33,1.69,1.25,1.33,1.26,,,,,
May,,,,,,,1.6,2.24,2.01,1.51,2.74,1.1,1.16,1.24,1.6,3.37,2.27,2.15,1.5,0.19,0.8,1.24,0.63,2.82,3.25,2.51,0.95,1.29,1.4,2.28,2.69,2.34,3.27,2.86,0.81,1.95,0.6,2.64,2.66,1.49,2.61,2.18,3.32,3.18,0.42,2.5,,,,,
June,,,,,,,2.57,1.44,1.5,2.84,2.39,2.23,3.04,0.34,0.64,0.86,2.86,2.62,0.74,0.96,1.25,0.12,1.29,0.43,2.85,0.11,3.67,3.3,2.2,1.43,0.82,1.47,1.35,1.66,2.05,2.56,2.67,2.55,0.61,1.07,0.18,2.18,0.13,1.72,1.38,1.57,,,,,
July,,,,,,,1.46,1.57,2.87,2.72,2.16,0.48,1.18,3.34,1.92,4.22,1.63,3.04,5.11,1.78,4.14,0.39,2.48,2.9,2.76,3.48,1.33,2.97,1.48,1.31,2.26,2.58,2.86,1.82,1.73,1.47,4.63,2.17,1.59,2.31,3.15,2.75,2.36,2.55,1.5,4.72,,,,,
August,,,,,,,1.11,2.32,4.47,2.23,2.4,0.69,6.25,1.66,1.88,1.98,2.63,5.67,0.87,2.28,1.28,1.57,2.49,1.42,2.63,1.74,1.47,4.36,3.52,3.25,3.06,4.82,0.94,1.02,1.41,4.24,1.08,2.73,3.88,2.53,0.12,4.07,2.63,1.63,2.79,2.19,,,,,
September,,,,,,,1.35,0.45,2.47,2.9,0.5,1.5,3.17,1.71,0.87,2.09,1.22,1.58,4.52,1.17,3.34,0.54,1.85,1.77,3.35,1.87,0.67,3.75,0.69,0.3,3.48,2.18,2.24,3.32,1.53,4.44,2.5,2.18,2.39,0.82,1.23,0.61,2.26,1.85,2.69,1.73,,,,,
October,,,,,,1.79,5.69,4.45,2.01,5.82,2.6,5.14,3.5,4.52,2.14,2.37,4.12,3.25,1.45,0.54,1.33,1.35,1.4,5.16,3.16,2.72,1.95,1.49,6.03,4.08,1.58,0.57,6.58,1.84,2.32,4.05,2.21,2.8,3.54,7.64,3.72,1.36,3.47,2.96,4.58,3.32,,,,,
November,,,,,,4.31,5.4,2.23,1.1,1.07,4.36,6.36,2.24,3.63,3.71,2.6,4.58,1.35,1.9,1.83,1.18,1.41,1.62,1.76,2.82,2.46,5.31,2.57,3.07,7.91,5.47,4.95,1.32,0.93,3.77,6.92,4.72,1.57,3.63,5.43,7.45,3.72,1.58,1.81,4.83,0.24,,,,,
December,,,,,,0.58,1.84,2.47,3.31,4.12,3.54,6.44,3.05,1.29,6.99,6.16,3.31,2.15,1.83,3.32,2.15,1.2,3.38,2.44,2.67,2.48,0.59,3.96,3.81,6.92,2.6,0.66,0.67,0.65,6.84,3.74,3.22,3.87,3.51,1.66,1.75,2.21,3.19,2.07,2.38,3.87,,,,,
