"DORRINGTON (NETLEY HALL)",,,,,,,,,,,,
,,,,,,,,,,,,
Station no,RR4281,,,,,,,,,,,
,,,,,,,,,,,,
,1920,1921,1922,1923,1924,1925,1926,1927,1928,1929,1930,
January,3.58,2.85,4.37,1.37,2.78,2.56,3.47,,,,,
February,2.81,0.35,3.96,6.68,0.51,3.73,2.03,,,,,
March,3.73,2.32,2.94,1.58,1.15,1.12,0.77,,,,,
April,5.66,1.26,2.93,2.71,3.28,2.41,2.00,,,,,
May,3.16,2.49,1.15,2.49,5.48,2.73,3.39,,,,,
June,2.29,0.65,0.99,0.55,2.59,0.02,1.68,,,,,
July,4.70,0.92,3.22,2.16,4.17,2.37,2.16,,,,,
August,1.13,4.04,2.88,3.37,2.56,2.82,1.84,,,,,
September,2.11,0.85,1.95,2.26,3.96,2.98,1.62,,,,,
October,3.13,2.11,1.01,5.58,4.23,3.50,2.93,,,,,
November,1.13,2.69,1.53,2.21,1.75,1.80,5.58,,,,,
December,2.70,2.39,4.09,2.99,3.95,2.24,0.85,,,,,
Total,36.13,22.92,31.02,33.95,36.41,28.28,28.32,,,,,
Calc annual,36.13,22.92,31.02,33.95,36.41,28.28,28.32,0.00,0.00,0.00,0.00,
Difference,0.00,0.00,0.00,0.00,-0.00,0.00,0.00,NaN,NaN,NaN,NaN,
