"KETTERING W.W. (THORPE MALSOR)",,,,,,,,,,,,
Grid ref,SP830795,Long,-0.781314,Lat,52.407221,,,,,,,
Station no,1126,,,,,,,,,,,
,,,,,,,,,,,,
,1951,1952,1953,1954,1955,1956,1957,1958,1959,1960,,
January,2.34,1.78,1.15,0.95,2.16,4.11,1.17,2.65,3.94,4.28,,
February,3.53,0.63,1.80,2.23,1.92,0.69,2.45,3.23,0.06,1.77,,
March,3.68,2.39,0.84,2.48,2.60,0.74,1.98,1.96,2.36,2.18,,
April,2.69,1.73,2.14,0.26,0.79,1.01,0.32,0.70,2.22,0.66,,
May,3.31,2.14,1.57,2.49,3.57,0.67,1.32,2.55,0.36,1.09,,
June,1.43,1.03,2.65,2.15,2.88,2.75,2.04,4.84,0.50,2.74,,
July,0.71,0.34,2.28,2.56,0.15,3.34,2.98,3.96,1.77,3.05,,
August,3.90,4.02,2.36,4.35,0.71,5.49,2.51,2.74,0.84,2.70,,
September,1.77,2.05,2.03,2.49,1.37,2.21,5.76,1.82,0.07,3.84,,
October,0.71,2.81,2.01,2.43,2.11,1.22,1.18,2.72,1.58,5.28,,
November,5.08,2.95,1.68,5.05,1.22,0.85,1.63,1.75,2.33,3.03,,
December,1.83,2.31,0.61,2.94,1.75,3.39,2.34,2.42,4.54,2.87,,
Total,30.98,24.18,21.12,30.38,21.23,26.47,25.68,31.34,20.57,33.49,,
Calc annual,30.98,24.18,21.12,30.38,21.23,26.47,25.68,31.34,20.57,33.49,,
Difference,0.00,0.00,0.00,-0.00,0.00,-0.00,0.00,-0.00,0.00,0.00,,
