"KETTERING, THORPE MALSOR",,,,,,,,,,,,
Grid ref,SP833789,Long,-0.777055,Lat,52.401783,,,,,,,
Station no,1126,,,,,,,,,,,
,,,,,,,,,,,,
,1900,1901,1902,1903,1904,1905,1906,1907,1908,1909,,
January,,,0.86,1.74,2.15,,,,,,,
February,,,1.87,0.93,2.84,,,,,,,
March,,,1.38,2.80,1.26,,,,,,,
April,,,1.30,2.08,1.14,,,,,,,
May,,,2.02,2.23,2.12,,,,,,,
June,,,2.44,2.67,0.97,,,,,,,
July,,,1.10,2.25,,,,,,,,
August,,,3.16,3.54,,,,,,,,
September,,,1.49,2.73,,,,,,,,
October,,,1.85,5.83,,,,,,,,
November,,0.74,1.77,1.45,,,,,,,,
December,,3.71,1.02,1.07,,,,,,,,
Total,,,20.26,29.32,,,,,,,,
Calc annual,0.00,4.45,20.26,29.32,10.48,0.00,0.00,0.00,0.00,0.00,,
Difference,NaN,NaN,0.00,0.00,NaN,NaN,NaN,NaN,NaN,NaN,,
