"MALMESBURY (PINKNEY PARK)",,,,,,,,,,,,
Grid ref,ST862872,Long,-2.200564,Lat,51.583486,,,,,,,
Station no,1499/6,,,,,,,,,,,
,,,,,,,,,,,,
,1951,1952,1953,1954,1955,1956,1957,1958,1959,1960,,
January,,,,,2.37,4.18,3.00,2.85,4.38,4.16,,
February,,,,,1.63,0.28,3.45,3.85,0.31,2.63,,
March,,,,,1.51,0.68,3.00,1.47,3.51,1.76,,
April,,,,,1.29,1.77,0.10,0.94,2.84,1.40,,
May,,,,,4.99,0.55,1.46,2.67,1.94,1.90,,
June,,,,,3.39,2.28,1.48,5.01,1.27,2.33,,
July,,,,,0.23,3.72,4.30,2.67,2.10,3.99,,
August,,,,,1.16,3.69,3.45,2.57,1.55,4.96,,
September,,,,,1.31,3.78,4.34,4.56,0.15,4.38,,
October,,,,,1.61,1.66,2.61,2.51,2.42,5.82,,
November,,,,,3.61,0.77,2.04,2.89,3.23,5.23,,
December,,,,,3.77,3.71,2.31,4.29,6.93,4.39,,
Total,,,,,26.87,27.07,31.54,36.28,30.63,42.95,,
Calc annual,0.00,0.00,0.00,0.00,26.87,27.07,31.54,36.28,30.63,42.95,,
Difference,NaN,NaN,NaN,NaN,0.00,-0.00,0.00,0.00,0.00,0.00,,
