IPSWICH (ALL SAINT'S VIC),,,,,,,,,,,,
,,,,,,,,,,,,
Station no,1344,,,,,,,,,,,
,,,,,,,,,,,,
,1931,1932,1933,1934,1935,1936,1937,1938,1939,1940,,
January,1.61,0.66,0.77,1.11,,,,,,,,
February,2.51,0.47,1.30,0.38,,,,,,,,
March,0.28,1.06,1.83,1.99,,,,,,,,
April,3.11,2.13,0.93,2.70,,,,,,,,
May,2.55,3.42,0.85,1.45,,,,,,,,
June,1.39,0.54,2.12,0.95,,,,,,,,
July,3.26,2.18,0.77,1.64,,,,,,,,
August,2.78,1.02,1.12,1.54,,,,,,,,
September,2.10,1.32,2.67,1.38,,,,,,,,
October,0.78,4.72,1.84,1.49,,,,,,,,
November,1.64,1.23,2.02,1.59,,,,,,,,
December,0.64,0.35,0.50,3.57,,,,,,,,
Total,22.65,19.10,16.72,19.79,,,,,,,,
Calc annual,22.65,19.10,16.72,19.79,0.00,0.00,0.00,0.00,0.00,0.00,,
Difference,-0.00,0.00,-0.00,-0.00,NaN,NaN,NaN,NaN,NaN,NaN,,
