MACCLESFIELD PARK GREEN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Grid ref,SJ919732,Long,-2.1227,Lat,53.256,Elevation,450,ft,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Station no,RR1117,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,1850,1851,1852,1853,1854,1855,1856,1857,1858,1859,1860,1861,1862,1863,1864,1865,1866,1867,1868,1869,1870,1871,1872,1873,1874,1875,1876,1877,1878,1879,1880,1881,1882,1883,1884,1885,1886,1887,1888,1889
January,,3.95,4.66,3.64,3.38,1.17,2.51,2.98,1.22,1.51,3.4,0.4,2.28,4.78,1.55,2.57,3.42,3.44,2.28,2.82,2.1,1.2,4.37,2.36,3.13,3.84,1.94,5,3.77,1.96,0.71,0.46,2.73,,,,,,,
February,,2,4.58,1.45,2.36,0.53,2.37,1.55,0.21,2.68,1.16,1.97,1.14,1.16,2.58,3.39,3.46,3.23,2.35,3.79,1.12,3.03,3.35,0.96,2.45,1.08,4.18,5.03,1.73,3.23,2.25,4.97,2.84,,,,,,,
March,,3.13,0.89,1.98,1.25,3.21,0.52,2.17,1.82,4.49,4.22,5.72,3.56,1.22,3.5,1.18,3.15,2.04,4.81,1.34,2.34,1.31,2.98,2.63,3.09,0.7,3.88,3.47,1.65,1.42,1.99,3.85,2.03,,,,,,,
April,1.98,2.42,0.48,2.61,0.82,1.26,2.7,3.17,3.95,3.64,1.87,1.41,2.35,1.81,1.54,1.85,1.08,4.47,3.11,2.85,2.25,2.78,3.78,0.75,1.78,0.93,3.46,2.22,2.01,1.64,1.58,1.3,3.5,,,,,,,
May,1.77,2.12,1.15,1.8,1.96,2.08,2.74,1.74,3.28,0.52,3.23,1.22,3.12,1.97,2.63,2.86,2.04,1.95,1.53,2.86,1.11,3.15,3.21,2.58,2.02,2.11,1.32,3.5,4.84,2.41,2.64,3.9,1.63,,,,,,,
June,2.1,4.09,5.41,6.6,2.23,3.82,3.22,2.7,3.95,1.67,5.53,3.18,5.79,5.81,3.45,0.5,4.29,2.3,0.22,1.29,2,3.94,9.56,2.3,0.5,2.83,3.76,1.72,3.73,4.27,3.04,2.01,7.26,,,,,,,
July,3.79,3.27,3.59,4.23,3.59,4.57,4.27,4.44,3.14,2.01,2.65,4.33,4.71,1.96,1.59,2.54,3.57,5.02,0.61,0.95,1.48,2.52,5.71,2.89,2.84,5.44,2.65,4.57,1.69,5.03,6.85,2.74,5.26,,,,,,,
August,3.42,2.44,4.87,3.51,3.76,3.59,5,7.25,2.85,4.7,6.3,2.47,4.58,3.99,1.23,5.7,5.54,2.17,3.78,2.98,1.7,1.63,3.36,4.98,4.24,2.18,3.04,5.43,5.43,6.45,1.74,5.21,4.62,,,,,,,
September,1.55,3.47,3.06,2.12,3.19,1.92,4.38,2.79,2.87,3.45,3.07,4.22,2.21,6.33,5.5,0.43,5.79,2.88,1.64,6.42,2.77,4.4,5.11,2.91,4.44,4.03,6.16,2.73,4.91,2.62,4.03,1.97,1.97,,,,,,,
October,3.41,2.53,5.19,3.63,2.32,4.74,2.85,2.46,4.53,3.45,3.48,1.24,4.55,5.46,1.59,5.23,2.74,4.14,5.08,2.69,7.48,4.74,6.2,4.43,3.1,5.29,1.98,4.01,3.61,1.61,2.84,2.77,3.68,,,,,,,
November,3.9,2.19,4.74,2.75,4.1,0.57,3.01,0.8,1.39,2.66,1.98,3.85,1.48,4.27,2.78,2.31,4.54,1.63,2.56,4.72,2.15,1.89,3.93,2.91,5.52,4.2,4.48,4.35,3.02,1.34,3.51,3.91,6.03,,,,,,,
December,2.7,1.57,3,0.82,6.47,1.14,3.49,1.23,3.46,2.49,2.99,2.02,3.05,2.94,3.85,0.87,3.51,4.41,8.17,4.15,2.51,2.23,4.56,1,3.09,1.83,5.2,3.67,2.46,2.44,4.98,3.76,5.52,,,,,,,
Total,,33.18,41.62,35.14,35.43,28.6,37.06,33.28,32.67,33.27,39.88,32.03,38.82,41.7,31.79,29.43,43.13,37.68,36.14,36.86,29.01,32.82,56.12,30.7,36.2,34.46,42.05,45.7,38.85,34.42,36.16,36.85,47.07,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Estimated NGR is in the middle of Park Green.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
There is no known address for the observer.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Elevation on OS map agrees with elevation on sheets.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
March 1858 is corrected from 1.02 to 1.82,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
