"STEVENSTON (GREENHEAD FILTERS)",,,,,,,,,,,,
Grid ref,NS273437,Long,-4.746592,Lat,55.656035,,,,,,,
Station no,5211,,,,,,,,,,,
,,,,,,,,,,,,
,1951,1952,1953,1954,1955,1956,1957,1958,1959,1960,,
January,4.48,4.90,2.52,4.44,2.43,3.36,3.73,5.30,1.60,3.77,,
February,2.73,1.50,1.45,3.63,2.51,1.41,2.03,3.95,1.92,3.73,,
March,3.12,1.85,1.01,2.53,1.27,2.24,4.52,1.26,2.26,2.41,,
April,1.82,1.37,1.17,1.41,2.89,1.33,2.09,1.62,2.72,3.76,,
May,2.08,1.68,2.52,2.81,3.49,2.14,2.49,3.06,1.33,2.51,,
June,1.97,3.52,1.42,3.40,3.14,2.61,2.17,2.78,3.84,3.07,,
July,2.67,2.86,4.79,4.30,1.21,5.61,5.28,4.95,5.30,5.43,,
August,3.93,4.91,2.91,5.74,1.36,6.12,3.89,4.70,0.87,4.74,,
September,3.71,2.95,4.57,5.83,4.83,4.49,3.77,3.61,1.54,4.62,,
October,1.10,4.87,3.19,9.48,2.23,2.68,5.06,4.14,5.73,3.05,,
November,5.36,2.98,5.73,5.97,2.28,1.97,1.72,2.19,4.35,5.31,,
December,6.38,4.40,4.49,5.79,6.57,5.65,3.63,5.46,6.42,5.91,,
Total,39.35,37.79,35.77,55.33,34.21,39.61,40.38,43.02,37.88,48.31,,
Calc annual,39.35,37.79,35.77,55.33,34.21,39.61,40.38,43.02,37.88,48.31,,
Difference,-0.00,0.00,0.00,0.00,-0.00,0.00,0.00,0.00,0.00,0.00,,
