"BALLYBRACK, STREAMVILLE",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Grid ref,IO2553123564,Long,-6.119908,Lat,53.247826,,30,ft,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Station no,RR1316,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,1870,1871,1872,1873,1874,1875,1876,1877,1878,1879,1880,1881,1882,1883,1884,1885,1886,1887,1888,1889,1890,1891,1892,1893,1894,1895,1896,1897,1898,1899,1900,1901,1902,1903,1904,1905,1906,1907,1908,1909
January,,,,,,,,5.92,1.3,2.29,0.88,1.3,2.15,2.75,2.35,2.24,3.05,2.4,2.7,2.88,3.71,0.97,0.7,3.1,3.67,5.95,0.62,3.12,1.55,3.3,2.58,3.25,1.47,3.11,2.6,2.43,4.22,0.52,1.49,0.84
February,,,,,,,,1.34,1.61,4.72,3.1,3.04,1.86,5.54,6.6,4,2.66,0.67,1,2.78,1.01,0.12,2.02,2.81,1.77,0.5,0.94,1.16,1.85,3.84,4.78,1.58,2.66,2.18,3.88,0.86,1.41,1.18,0.68,0.67
March,,,,,,,,2.36,1.13,1.75,3.35,3.71,1.74,1.4,3,2.26,2.1,1.75,4.7,1.6,3.82,1.2,1.01,0.43,1.63,3,2.8,3.41,1.39,0.81,1.16,1.53,1.4,3.46,2.02,3.6,1.8,1.49,3.32,3.9
April,,,,,,,,4.95,1.98,2.64,1.66,1.16,4,2.1,1.86,3.27,1.67,1.25,2.3,2.38,1.55,2.22,1.2,1.07,3.67,1.64,1.05,3.13,3.3,2.16,0.9,1.89,2.84,1.28,0.99,2.78,1.61,2.56,2.9,4.48
May,,,,,,,,2.21,5.39,2.45,0.96,1.55,1.44,2,1.06,2.6,5.04,1.2,1.4,3,3.25,3.97,4.86,0.68,3.53,0.06,0.13,0.93,3.57,2.28,2.42,1.2,2.63,2.74,2.49,2.03,2.46,3.66,1.31,
June,,,,,,,,1.06,3.46,4.76,2.44,2.87,1.89,2.02,1.15,1.85,1.2,0.41,2.6,0.28,1.3,2.67,3.35,1.8,1.4,2.23,1.77,3.63,2.14,2.6,2.2,2.19,2.72,1.6,1.64,1.52,0.95,2.62,1.77,
July,,,,,,,,3.36,0.69,3.74,6.12,2.06,4.3,3.32,2.35,0.5,2.2,0.65,5.5,2.2,2.5,1.48,2.61,1.48,3.94,3.53,5.76,1.28,0.91,3.34,4.64,2.43,4.25,3.55,0.87,1.11,0.97,2.09,2.3,
August,,,,,,,,3.45,5.11,3.16,2.01,3.47,1.1,3.2,0.5,2.5,1.26,3.3,2.2,6.02,3,4.55,3.91,2.6,3.67,3.68,1.57,6.07,3.27,3.49,5.26,2.94,2.49,3.53,2.83,6.84,1.88,2.11,3.81,
September,,,,,,,,2.48,1.92,2.36,2.09,1.21,4.46,4.87,1.1,4.3,2.1,1.35,0.65,0.9,2.56,1.39,2.75,0.31,0.62,0.49,5.14,2.36,1.55,2.45,0.73,4.28,3.99,3.82,2.47,0.88,0.25,0.58,2.78,
October,,,,,,,,1.92,2.3,1.12,6.22,3.33,3.23,1.53,0.67,4.31,6.88,2.7,1.45,5.4,0.6,6.29,3.48,0.73,6.63,2.7,5.67,2.33,3.68,0.97,2.93,2.5,2.92,3.85,0.24,1.08,3.48,5.73,2.47,
November,,,,,,,,2.33,1.18,1.5,3.2,3.43,3.75,2.86,1.94,2.4,2.94,3.5,5.5,0.88,5.7,4.23,3.75,1.48,1.74,4.67,0.66,3.4,5.79,2.82,5.66,3.01,4.31,2.13,1.29,3.92,1.56,2.59,1.48,
December,,,,,,,,2.34,1.79,1,3.19,2,3.2,1.07,2.3,0.76,3.5,1.7,4.5,1.77,2.9,4.32,0.71,2.27,1.91,4.71,5.3,2.56,1.32,2.82,2.13,2.95,2.34,2.32,1.88,1.91,2.03,2.24,2.6,
Total,,,,,,,,33.72,27.86,31.49,35.22,29.13,33.12,32.66,24.88,30.99,34.6,20.88,34.5,30.09,31.9,33.41,30.35,18.76,34.18,33.16,31.41,33.38,30.32,30.88,35.39,29.75,34.02,33.57,23.2,28.96,22.62,27.37,26.91,
