BADMINTON-GDNS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Grid ref,ST80768293,Long,-2.2788413,Lat,51.544933,Elevation,407,ft,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Station no,2195,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,1890,1891,1892,1893,1894,1895,1896,1897,1898,1899,1900,1901,1902,1903,1904,1905,1906,1907,1908,1909,1910,1911,1912,1913,1914,1915,1916,1917,1918,1919,1920,1921,1922,1923,1924,1925,1926,1927,1928,1929,1930,1931,1932,1933,1934,1935,1936,1937,1938,1939,1940,1941,1942,1943,1944,1945,1946,1947,1948,1949,1950,1951,1952,1953,1954,1955,1956,1957,1958,1959,1960
January,,,,,,,,,0.7,5.35,3.94,2.15,1.95,4.12,4.2,0.58,4.76,1.53,1.99,1.43,2.96,1.13,3.95,5.91,1.18,5.16,4.01,1.82,2.95,5.19,4.48,3.85,,,,,,,,1.31,5.67,2.75,4.42,2.89,3.21,0.97,3.22,5.33,4.69,5,2,3.42,3.5,7.19,2.3,,3.65,2.26,6.9,,0.95,4.48,3.09,0.77,2.59,3.1,4.62,3.91,3.56,5.37,5.32
February,,,,,,,,,1.94,3.49,7.34,0.67,0.31,1.98,4.73,0.69,2.22,1.97,1.54,0.64,4.87,2.16,2.84,1.44,3.76,5.58,4.36,1.25,2.05,3.04,1.31,4.86,,,,,,,,1.25,1.05,3.02,0.15,3.07,0.27,3.79,2.45,5.37,1.42,2.23,3.84,4.54,0.64,2.19,0.82,,3.26,1.36,1.63,,7.1,5.86,1.04,2.4,3.55,1.55,0.51,4.3,4.18,0.41,3.12
March,,,,,,,,,0.52,0.7,1.33,2.7,2.07,4.61,1.37,4.55,2.16,0.92,2.95,3.46,1.07,2.6,6.56,4.62,4.25,1.59,3.49,3.3,1.26,5.22,3.03,3.38,,,,,,,,0.3,2.44,0.61,2.9,4.37,2.6,0.97,3.33,4.25,0.41,2.08,2.49,3.92,2.34,1.48,0.27,,1.23,7.54,1.9,,1.5,4.76,3.9,1.12,3.9,1.98,0.94,3.51,1.61,3.96,2.22
April,,,,,,,,,2.49,2.95,1.36,3.42,1.87,2.82,1.81,3.15,1.34,3.42,2.9,2.45,2.63,0.99,0.34,4.51,1.99,1.51,1.32,2.04,2.9,2.15,5.29,1,,,,,,,,0.85,2.31,3.14,3.96,1.46,2.46,5.38,3.11,3.28,0.15,3.67,2.68,2.08,1.55,1.1,2.41,,2.93,3.3,2.55,,2.77,4.85,2.04,3.44,0.63,1.35,1.77,0.05,1.32,4,1.67
May,,,,,,,,,4,1.95,2.59,1.2,2.18,5.05,2.48,0.48,1.97,2.69,1.37,1.81,1.76,0.94,2.69,3.39,1.81,3.67,3.07,2.8,1.84,0.45,2.5,2.08,,,,,,,,2.34,2.27,4.44,6.61,1.66,1.44,1.47,0.43,2.73,2.48,1.57,2.68,2.67,6.01,2.71,1.38,,4.84,2.84,5.11,,2.77,3.29,5.32,2.66,2.36,5.58,0.53,1.99,2.71,2.99,1.67
June,,,,,,,,,2.04,1.89,2.21,1.1,2.84,4.73,1.75,2.74,3,3.18,0.85,4.28,4.6,2.47,5.19,1.05,2.22,1.66,2.17,3.5,1.51,1.11,2.82,0.26,,,,,,,,1.27,0.32,4.46,1.44,1.81,2.55,3.68,2.28,1.53,2.27,2.37,0.62,2.67,0.63,2.7,3.08,,3.48,1.92,3.03,,1.75,1.14,2.04,2,6.87,3.75,2.76,1.52,5.38,1.23,2.54
July,,,,,,,,,0.81,1.32,0.92,3.05,1.28,4.04,3.01,1.88,1.08,3.11,0.81,2.65,2.06,0.15,3.89,0.9,3.73,4.98,1.27,2.24,4.55,2.86,4.54,,,,,,,,,1.6,3.13,4.83,2.71,3.17,1.14,0.63,6.4,3.46,3.38,5.18,5.78,2.44,3.37,2.54,2.73,1.51,0.96,5.21,1.03,1.78,4.46,1.26,1.15,4.38,3.28,0.38,6.84,4.55,2.79,2.57,4.24
August,,,,,,,,,3.86,0.93,3.79,3.04,4.18,4.08,2.45,4.82,1.71,1.87,3.08,3.24,4.56,1.01,7.77,1.01,2.11,4.27,4.09,6.84,1.56,3.25,1.38,,,,,,,,,2.94,3.31,4.22,1.21,1.18,2.51,2.6,0.41,0.86,3.72,3.29,0.12,5.1,5.87,4.26,2.6,2.88,8.2,0.88,4.11,2.38,5.87,7.43,7.65,5.42,3.91,0.94,5.2,3.54,2.61,4.19,5.39
September,,,,,,,,,1.56,2.95,0.7,3.15,3.9,3.67,1.84,1.36,0.97,0.67,3.63,3.51,0.44,1.47,0.85,3.42,1.44,2.04,1.3,2.51,8.03,1.95,1.75,,,,,,,,,0.08,4.45,2.85,4.43,4.2,2.54,6.28,3.93,2.31,2.45,1.27,1.94,0.64,2.18,3.05,3.84,3.54,5.07,1.99,2.68,1.43,6,3.62,3.34,4.3,5.99,0.94,4.63,4.87,4.42,0.26,4.91
October,,,,,,,,,6.49,4.03,3.91,2.08,2.1,7.91,1.42,1.27,5.48,5.74,2.19,5.9,4.12,3.19,4.91,3.29,3.25,4.14,6.48,5.42,1.89,1.91,2.22,1.73,,,,,,,,5.11,3.23,0.65,6.77,3.29,2.24,6.8,1.81,3.65,6.35,3.54,4.23,2.34,5.33,3.27,5.46,4.99,1.2,0.49,4.06,8.05,2.03,0.87,5.26,2.35,3.92,1.22,2.27,3.55,2.76,3.19,7.06
