"LUMPHANAN",,,,,,,,,,,,
,,,,,,,,,,,,
Station no,5639,,,,,,,,,,,
,,,,,,,,,,,,
,1920,1921,1922,1923,1924,1925,1926,1927,1928,1929,1930,
January,2.36,1.17,5.70,1.99,1.65,2.10,3.55,2.08,3.30,1.74,1.97,
February,1.08,0.37,2.97,8.80,2.42,6.92,3.26,1.18,0.70,1.53,2.09,
March,2.32,1.80,2.13,1.50,1.26,2.14,0.80,2.32,3.67,0.16,1.42,
April,2.57,1.36,3.45,2.24,1.60,2.75,2.81,1.60,1.15,1.39,2.49,
May,2.50,2.30,0.96,5.51,5.25,3.38,3.16,2.00,1.43,1.24,0.97,
June,0.85,1.18,2.22,1.10,1.48,0.70,3.64,3.58,2.75,0.83,1.90,
July,3.20,1.89,4.99,1.60,4.85,2.52,1.79,1.71,2.09,-999.00,2.34,
August,3.17,2.02,2.19,4.97,4.99,1.22,1.75,3.50,4.59,2.52,5.87,
September,2.78,0.92,3.15,2.43,4.43,2.46,3.92,4.40,2.48,1.24,6.42,
October,5.96,1.08,1.45,3.23,3.93,2.33,4.79,4.60,2.78,2.54,2.89,
November,1.55,2.62,1.55,4.12,2.64,1.91,4.35,4.35,2.93,2.80,3.48,
December,3.58,1.56,2.52,3.45,3.76,3.66,0.89,3.58,2.38,6.93,4.15,
Total,31.92,18.27,33.28,40.94,38.26,32.09,34.71,34.90,30.25,26.49,35.99,
Calc annual,31.92,18.27,33.28,40.94,38.26,32.09,34.71,34.90,30.25,22.92,35.99,
Difference,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,3.57,0.00,
