"WESTON PARK [SHIFNAL]",,,,,,,,,,,,
Grid ref,SJ806108,Long,-2.288483,Lat,52.694530,,,,,,,
Station no,2323,,,,,,,,,,,
,,,,,,,,,,,,
,1900,1901,1902,1903,1904,1905,1906,1907,1908,1909,,
January,2.36,1.71,0.86,1.58,2.12,0.74,3.37,1.54,1.23,1.32,,
February,3.35,1.27,1.20,1.21,3.15,0.84,2.02,1.37,1.61,0.54,,
March,1.01,1.61,1.42,3.89,1.50,3.23,1.70,1.15,3.16,2.67,,
April,0.92,1.76,1.91,1.73,1.48,1.84,1.60,1.80,2.64,1.98,,
May,1.73,1.23,2.85,2.38,2.35,0.64,2.74,4.05,3.44,1.23,,
June,2.86,2.98,1.68,0.95,0.66,2.18,2.16,2.71,2.33,3.24,,
July,2.17,3.25,1.57,1.73,2.42,1.39,0.93,3.02,2.69,3.52,,
August,3.87,3.01,4.73,4.62,2.67,5.46,2.28,2.61,3.67,2.09,,
September,0.92,0.93,1.66,4.03,2.27,0.95,1.63,1.16,1.91,3.28,,
October,3.61,2.47,2.84,4.69,0.57,1.54,4.07,4.85,2.00,3.58,,
November,2.64,1.33,1.63,2.17,1.33,2.87,2.64,2.45,1.94,0.79,,
December,3.71,3.47,1.41,1.67,1.91,0.69,2.77,2.71,2.45,4.45,,
Total,29.15,25.02,23.76,30.65,22.43,22.37,27.91,29.42,29.07,28.69,,
Calc annual,29.15,25.02,23.76,30.65,22.43,22.37,27.91,29.42,29.07,28.69,,
Difference,-0.00,0.00,0.00,-0.00,-0.00,0.00,0.00,0.00,-0.00,0.00,,
