"COMPTON MARTIN",,,,,,,,,,,,
Grid ref,ST545573,Long,-2.654200,Lat,51.312982,,,,,,,
Station no,2028,,,,,,,,,,,
,,,,,,,,,,,,
,1951,1952,1953,1954,1955,1956,1957,1958,1959,1960,,
January,4.33,4.57,0.66,2.47,4.26,4.33,,,,,,
February,6.45,0.76,1.85,4.65,2.96,0.27,,,,,,
March,4.58,4.68,1.16,4.28,1.40,,,,,,,
April,4.58,2.22,4.32,0.59,1.82,,,,,,,
May,3.30,3.96,2.69,3.72,4.61,,,,,,,
June,0.98,3.86,2.50,5.23,3.71,,,,,,,
July,2.03,0.82,4.95,4.19,0.24,,,,,,,
August,7.35,5.81,4.02,2.92,0.69,,,,,,,
September,3.02,3.76,4.34,6.92,3.25,,,,,,,
October,1.01,5.31,3.00,5.31,1.76,,,,,,,
November,10.30,4.85,2.96,8.98,5.34,,,,,,,
December,3.28,3.24,1.03,3.47,4.72,,,,,,,
Total,51.21,43.84,33.48,52.73,34.76,,,,,,,
Calc annual,51.21,43.84,33.48,52.73,34.76,4.60,0.00,0.00,0.00,0.00,,
Difference,-0.00,0.00,0.00,-0.00,-0.00,NaN,NaN,NaN,NaN,NaN,,
