"STONYFORD, BELFAST W. WKS - OLD GAUGE",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Grid ref,IJ2168070261,Long,-6.119283,Lat,54.566144,Elevation,437,ft,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Station no,6231,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,1880,1881,1882,1883,1884,1885,1886,1887,1888,1889,1890,1891,1892,1893,1894,1895,1896,1897,1898,1899,1900,1901,1902,1903,1904,1905,1906,1907,1908,1909,1910,1911,1912,1913,1914,1915,1916,1917,1918,1919,1920,1921,1922,1923,1924,1925,1926,1927,1928,1929,1930,1931,1932,1933,1934,1935,1936,1937,1938,1939,1940
January,,,,,,,4.2,2.66,1.84,2.1,3.69,1.07,2.29,2.86,2.77,2.13,3.17,1.87,1.73,3.55,3.12,3.06,1.72,5,2.43,1.67,3.14,1.3,2.4,1.71,3.16,1.48,4.03,4.25,2.45,3.41,1.88,2.63,2.44,4.42,4.31,5.45,3.81,3.17,3.38,2.55,4.48,2.69,5.93,1.79,3.76,3.48,,,,,,,,,
February,,,,,,,3.04,1.4,0.67,2.35,1.9,0.2,1.02,3.14,2.85,0.74,2.8,2.27,1.91,3.06,3.54,1.63,1.62,1.87,3.63,1.43,2.14,1.67,2.22,2.77,6.04,2.2,3.01,0.96,3.42,3.63,3.82,2.09,3.99,1.06,2.06,0.77,3.74,4.63,0.89,3.86,3.08,1.65,3.62,2.78,1.06,3.06,,,,,,,,,
March,,,,,,,3.03,1.34,4.96,2.99,2.31,1.39,0.38,0.89,1.73,5.65,5.14,4.09,0.97,2.1,0.78,2.51,2.01,3.65,1.46,3.34,2.23,3.77,4.29,3.12,1.77,1.37,3.67,2.34,3.25,1.04,1.79,3.36,1.39,4,3.33,2.24,1.47,2.02,1.18,1.43,1.04,2.22,2.97,0.47,1.86,1.19,,,,,,,,,
April,,,,,,,1.42,1.97,1.88,4.11,1.74,2.98,0.86,1.13,1.87,3.2,2.14,1.98,2.96,3.69,2.73,2.2,1.74,1.15,2.24,1.93,2.73,2.71,3.29,3.86,2.49,2.9,1.53,2.76,1.34,2.03,3.91,2.23,1.61,1.73,2.53,1.26,4,3.1,2.62,2.91,2.11,1.69,1.15,0.8,1.67,2.83,,,,,,,,,
May,,,,,,,5.96,3.1,2.92,2.02,1.65,4.6,3.65,0.97,3.39,0.3,0.14,1.74,3.9,3.18,2.67,1.45,4.08,2.56,2.51,1.29,4.47,3.6,1.97,1.42,2.33,1.77,0.99,3.88,1.81,1.16,5.16,4.45,3.16,1.34,3.51,1.98,2.06,1.59,4.26,4.29,2.16,1.17,1.47,2.38,1.66,4.04,,,,,,,,,
June,,,,,,,1.69,0.83,4.43,0.46,3.84,3.29,3.96,1.03,3.75,3.24,3.5,4.74,3.28,2.57,3.99,3.52,2.27,1.7,1.25,3.34,0.98,5.41,3.17,2.03,3.5,2.05,6.98,3.01,1.62,1.73,2.03,2.61,1.42,2.23,2.62,0.46,2.56,1.26,4.47,0.64,1.96,3.42,3.81,2.87,2.4,4.31,,,,,,,,,
July,,,,,,,4.3,2.9,5.35,4.15,2.19,2.13,3.3,2.39,3.91,3.6,7.45,1.54,0.68,4.87,3.27,1.62,5.21,5.08,3.6,2.04,2.46,2.79,3.74,4.42,4.55,2.12,4.45,1.5,2.46,4.72,3.28,2.72,3.66,0.38,2.72,3.54,2.88,2.33,4.29,5.97,5.39,3.4,2.2,2.89,3.48,2.86,,,,,,,,,
August,,,,,,,3.35,3.4,3.71,8.49,2.63,5.76,5.11,4.81,3.09,6.37,1.84,5.74,4.66,1.49,6.13,3.96,2.96,4.34,5.64,6.06,4.91,3.85,2.73,2.5,5.18,2.51,6.38,0.94,3.64,3.14,3.06,4.49,2.94,3.56,2.7,3.64,4.52,6.37,5.93,1.93,3.87,4.92,4.31,5.57,6.76,3.58,,,,,,,,,
September,,,,,,,3.28,3.7,1.66,2.76,3.97,2.51,2.9,2.21,0.47,0.36,4.23,2.16,4.6,3.55,2.98,3.26,5.6,3.68,3.03,1.82,1.16,1.32,3.56,1.96,1.6,1.78,1.4,4.62,1.21,0.76,1.31,2.35,4.92,2.74,2.8,1.36,2.33,3.38,4.6,4.19,2.43,5.3,2.43,0.99,4.19,1.6,,,,,,,,,
October,,,,,,,5.5,1.78,1.12,3.93,2.23,3.18,4.72,2.15,5.78,4.32,2.87,1.94,4.22,2.07,4.36,3.85,1.45,5.49,0.72,1.4,4.32,4.82,2.4,4.61,1.94,3.34,2.97,3.64,1.65,3,7.37,5.24,3.38,2.45,6.89,3.24,1.63,3.94,2.37,2.93,3.54,3.27,4.84,4.6,4.61,2.45,,,,,,,,,
November,,,,,,,3.59,3.36,5.45,1.68,7,2.68,3.31,1.5,2,2.54,1.14,2.87,3.14,2.78,5.77,5.76,3.74,2.52,2.29,2.88,2.52,3.46,3.13,1.19,2.75,3.76,2.8,3.25,4.01,2.83,3.83,3.94,4.26,2.53,3.45,2.9,1.41,3.63,2.67,2.34,3.87,3.64,4.1,4.25,3.72,5.05,,,,,,,,,
December,,,,,,,5.22,2.38,2.88,3.27,2.08,4.31,2.71,3.24,2.29,6.22,4.35,4.06,2.51,5.85,3.22,3.62,1.82,2.87,2.58,1.82,3.61,3.37,3.24,3.67,4.15,4.6,3.63,3.02,5.94,5.96,2.59,2.42,3.78,6.75,4.52,2.96,2.87,4.11,3.22,4.4,1.23,2.43,3.02,5.77,3.56,3.15,,,,,,,,,
Total,,,,,,,44.58,28.82,36.87,38.31,35.23,34.1,34.21,26.32,33.9,38.67,38.77,35,34.56,38.76,42.56,36.44,34.22,39.91,31.38,29.02,34.67,38.07,36.14,33.26,39.46,29.88,41.84,34.17,32.8,33.41,40.03,38.53,36.95,33.19,41.44,29.8,33.28,39.53,39.88,37.44,35.16,35.8,39.85,35.16,38.73,37.6,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1919 Aug,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
