"PETERBOROUGH WESTBOURNE HOUSE, LONDON RD.",,,,,,,,,,,,
,,,,,,,,,,,,
Station no,1138,,,,,,,,,,,
,,,,,,,,,,,,
,1920,1921,1922,1923,1924,1925,1926,1927,1928,1929,1930,
January,1.73,1.87,2.57,1.14,1.90,,,,,,,
February,0.84,0.36,1.57,3.04,0.70,,,,,,,
March,1.74,0.58,1.63,1.98,0.65,,,,,,,
April,3.64,0.91,2.86,1.39,1.81,,,,,,,
May,1.44,0.88,1.42,0.93,3.58,,,,,,,
June,1.51,0.25,0.93,0.46,2.44,,,,,,,
July,2.69,0.07,3.47,3.46,2.60,,,,,,,
August,1.07,1.88,1.84,1.41,1.29,,,,,,,
September,2.14,0.79,2.09,2.19,2.37,,,,,,,
October,0.88,1.44,0.86,2.61,3.78,,,,,,,
November,0.71,1.09,1.06,1.27,2.28,,,,,,,
December,1.85,1.20,1.99,2.22,1.73,,,,,,,
Total,20.24,11.32,22.29,22.10,25.13,,,,,,,
Calc annual,20.24,11.32,22.29,22.10,25.13,0.00,0.00,0.00,0.00,0.00,0.00,
Difference,0.00,0.00,0.00,0.00,-0.00,NaN,NaN,NaN,NaN,NaN,NaN,
