Rainfall at,DURHAM (UNIV. OBSY.),
Grid ref,NZ267415,Long,-1.586535,Lat,54.767723
Station no,3539,
,,
,1951,1952,1953,1954,1955,1956,1957,1958,1959,1960
January,1.15,1.67,0.53,2.23,2.13,3.25,1.71,1.37,2.00,4.23,
February,2.44,0.42,2.03,1.89,2.39,2.13,2.25,3.71,0.59,2.24,
March,3.37,1.20,0.05,1.32,1.67,0.50,1.02,2.17,0.57,1.74,
April,1.13,1.71,2.01,0.40,0.55,0.74,0.27,1.24,1.50,1.07,
May,3.92,1.06,1.66,4.73,1.64,0.54,1.55,3.61,0.52,1.96,
June,0.91,1.17,2.39,1.59,2.51,3.20,1.29,2.84,2.41,0.21,
July,1.70,0.63,2.30,1.73,0.97,1.86,3.02,2.02,1.22,3.32,
August,4.16,2.19,5.09,4.91,0.61,6.92,3.03,2.47,0.25,2.33,
September,1.06,4.23,1.21,1.94,0.73,1.91,3.37,1.74,0.70,2.22,
October,1.75,2.89,1.63,4.19,1.40,1.32,1.50,1.34,0.98,6.79,
November,5.53,3.07,0.98,3.57,1.76,0.64,1.28,0.48,3.53,2.79,
December,2.24,2.24,0.69,2.14,2.72,1.73,1.35,3.16,3.03,1.91,
Total,29.36,22.48,20.57,30.64,19.08,24.74,21.64,26.15,17.30,30.81,
Calc annual,29.36,22.48,20.57,30.64,19.08,24.74,21.64,26.15,17.30,30.81,
Difference,0.00,-0.00,0.00,-0.00,0.00,-0.00,0.00,0.00,0.00,0.00,
