CORSHAM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Grid ref,ST875706,Long,-2.1812081,Lat,51.434259,Elevation,350,ft,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Station no,RR1845,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,1870,1871,1872,1873,1874,1875,1876,1877,1878,1879,1880,1881,1882,1883,1884,1885,1886,1887,1888,1889,1890,1891,1892,1893,1894,1895,1896,1897,1898,1899,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
January,,,5.56,4.46,3.63,5.84,2.47,5.46,1.99,4.03,0.6,2.66,1.74,3.08,4.09,2.85,3.81,2.14,0.93,0.82,3.48,2.46,1,2.11,2.49,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
February,,,2.88,1.9,2.01,2.28,4.29,2.42,1.98,4.98,3.86,4.48,2.31,3.55,1.98,3.34,0.78,0.66,2.03,1.6,0.7,0,1.19,3.44,3.11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
March,,,2.48,3.48,1.32,1.02,4.12,2.91,2.08,1.01,2.36,1.96,2.39,1.06,2.8,1.02,1.78,1.91,3.43,3.02,1.11,1.89,0.76,0.63,2.29,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
April,,,2.71,0.95,1.76,2.04,3.34,3.89,2.9,3.07,1.75,0.58,4.62,0.8,1.58,2.05,1.84,0.99,2.24,4.07,1.34,0.87,0.68,0,2.94,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
May,,,2.91,2.01,0.67,2.79,0.44,2.89,6.45,3.25,1.08,2.58,1.95,1.63,2.05,2.81,5.51,1.96,1.45,2.44,2.44,3.88,0.89,1.07,2.86,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
June,,,3.26,1.16,1.2,2.81,1,0.98,2.92,6.64,1.77,3.06,3.37,2.47,3.14,1.32,0.66,1.06,3.38,0.64,3.23,1.02,2.29,1.21,2.25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
July,,,3.36,2.42,0.89,6.8,0.85,3.79,3.22,4.12,5.12,2.84,3.46,3.46,3.38,0.34,2.47,1.66,4.55,2.45,3.07,2.55,1.92,4.27,3.38,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
August,,,2.12,2.6,3.11,1.66,3.97,4.67,6.91,7.49,1.3,5.64,4.16,1.25,1.85,2.9,1.76,1.77,2.52,2.99,2.64,7.08,3.74,1.45,2.97,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
September,,,2.78,2.44,5.69,4.22,5.17,3.94,1.65,4.19,4.69,2.06,2.84,4.42,1.58,5.04,2.48,2.79,1.27,1.58,1.62,1.96,2.95,1.55,2.43,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
October,,,4.34,2.45,4.63,7.07,1.92,2.64,4.65,1.37,4.15,1.78,6.38,3.13,1.06,4.17,4.16,2.52,1.19,2.71,1.27,8.08,3.22,4.16,3.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
November,,,5,2.94,2.04,5.06,3.86,6.49,3.54,0.64,3.4,4.42,4.42,3.46,1.58,5.18,3.53,2.77,5.63,1.16,1.85,2.76,1.93,2.11,5.07,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
December,,,5.21,0.89,3.8,1.4,6.62,1.99,2.44,0.91,3.74,3.82,4.15,1.13,3.39,1.19,5.88,2.27,3.08,1.56,1.35,4.33,1.13,2.77,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Total,,,42.61,27.7,30.75,42.99,38.05,42.07,40.73,41.7,33.82,35.88,41.79,29.44,28.48,32.21,34.66,22.5,31.7,25.04,24.1,36.88,21.7,24.77,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
