"WIMBORNE ST GILES ST GILES HO",,,,,,,,,,,,
Grid ref,SU032115,Long,-1.955863,Lat,50.902966,,,,,,,
Station no,,,,,,,,,,,,
,,,,,,,,,,,,
,1900,1901,1902,1903,1904,1905,1906,1907,1908,1909,,
January,,,,,,,,0.92,1.30,1.18,,
February,,,,,,,,1.70,1.31,0.54,,
March,,,,,,,,0.52,3.70,4.24,,
April,,,,,,,,3.64,2.72,1.71,,
May,,,,,,,,2.16,2.69,1.79,,
June,,,,,,,,1.83,0.33,2.74,,
July,,,,,,,,1.12,1.96,3.05,,
August,,,,,,,,2.04,4.38,2.98,,
September,,,,,,,,0.67,2.22,3.76,,
October,,,,,,,,10.26,1.54,9.42,,
November,,,,,,,,2.53,1.15,0.47,,
December,,,,,,,,3.91,3.72,4.63,,
Total,,,,,,,,31.30,27.02,36.51,,
Calc annual,0.00,0.00,0.00,0.00,0.00,0.00,0.00,31.30,27.02,36.51,,
Difference,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.00,0.00,-0.00,,
