CRAY-POST-OFFICE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Grid ref,SN895243,Long,-3.6076577,Lat,51.906243,Elevation,930,ft.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Station no,4190,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,1890,1891,1892,1893,1894,1895,1896,1897,1898,1899,1900,1901,1902,1903,1904,1905,1906,1907,1908,1909,1910,1911,1912,1913,1914,1915,1916,1917,1918,1919,1920,1921,1922,1923,1924,1925,1926,1927,1928,1929,1930,1931,1932,1933,1934,1935,1936,1937,1938,1939,1940,1941,1942,1943,1944,1945,1946,1947,1948,1949,1950,1951,1952,1953,1954,1955,1956,1957,1958,1959,1960
January,,,,,,6.1,2.8,3.6,4,14,8,6,3.5,11.6,10.4,3.3,10.5,3.6,3.9,5,9.25,,7,6.4,6.5,8.5,10,-999,11,9,19,12.5,8,5.6,7.7,9.6,11.5,11.5,15,3,14.8,8,15,7.75,10.5,3,9.25,13.5,17.25,11.25,4.25,,7.75,12.25,11.25,5.25,10.75,9.5,15.25,3.75,,10,9,2.48,5.22,6.93,,,,,
February,,,,,,0.3,2.2,5.5,4.5,9,8.5,3.5,2.4,6.6,6.7,2.2,7.2,3.5,4.4,1.5,12.5,,6,5.2,14,14.1,10,-999,6,6.5,5.6,0.8,8,17,1,14.3,6.5,8,8.5,,0.5,6.5,0,4.75,0.25,3.75,3.5,11.75,4.25,7.5,5.25,,0.5,5.75,1.75,10.25,7.5,2.25,5.75,4.25,11.5,8.5,2.2,3.1,8.1,3.05,,,,,
March,,,,,,7.8,7.7,11.3,2.1,3,2,7,3.5,13.1,3.2,10.1,4,2.4,7.2,6.75,3,,13,13.8,14.5,2.1,3.7,4.7,5.5,9.5,9.4,9,8.5,2.6,3.15,1.65,2,8.5,6.5,,5.5,1.25,4.25,6.5,6.5,1.25,4.25,7.5,1.25,5.25,7.75,4.25,5.25,1.5,0.75,5.25,3,15.25,5,3,6,7,6,6.1,6.82,4.72,,,,,
April,,,,,,4,1.4,6,4.5,7,3,6,3.9,2.3,4.6,7.2,2,4.9,3,4.5,5.75,,0.6,12.6,,3,6,3.9,3,3.8,12.5,2.5,5,4,7.45,5.6,4.25,3,2.4,1,3,4.5,7.5,1.5,4.5,9.25,1.25,5.25,0.25,4.75,3.75,1.5,5.75,2.5,3.75,2.25,1.75,8.75,4.25,7.25,,6.75,5.3,6.42,1.28,4.54,,,,,
May,,,,,,1.7,0,2.3,5,4.2,5,2,3.8,4.5,3.2,0.7,1.2,4.7,4.9,2,3,2.5,1.9,5.2,4.7,3.6,4.5,5.5,3.6,2,4.5,3.2,2,3.7,6,7.6,3.5,2.5,0.9,,3.5,6.5,7.5,2.25,3.75,1.25,1,3,4.5,1.25,2.25,3.75,9.75,8.5,2.5,5.75,4.5,3.75,5.25,7,2.75,2.93,5,4.12,4.92,,,,,,
June,,,,,,0.8,2.9,3.1,4,1.5,4.5,3,3.3,2,2,3.7,1.5,6.9,1.5,4.25,5.5,5,6.5,3.2,2.7,3.3,4.5,3.3,3.5,4,5,1,1.8,1.5,3.3,0,2.5,6.5,8.7,3.55,3,6,2.75,3.75,2.5,5.75,5.75,2.5,6.5,5.5,0.75,1.5,0.75,5.25,4.5,8.5,5.75,3.5,7.5,0.75,5.1,2.15,4,2.26,6.29,,,,,,
July,,,,,,6.6,2.7,2.2,1,1.8,3.5,3.5,2.1,2.7,2.7,0.7,1.5,6,4.9,3.75,5,0.7,4.5,1,4.7,8.5,2.5,4.8,6,1.2,5.6,5.8,7.2,3.7,5.3,3.12,3,8,2.85,4.5,7.5,5.75,4.75,4.5,2.5,1,17.5,5.75,5.75,12.75,6,3,1,5.5,3.75,4.5,4.25,4,3.25,1.77,7.53,1.26,1.94,5.97,5.3,,,,,,
August,,,,,,7.2,3.9,9.2,6.2,2,6,5.5,2.3,8.5,3.7,6.6,4.8,4.2,7.1,1.25,7.25,6.8,8,2.6,6,3.5,6,18.5,2.8,3.5,3.5,7.2,4.1,5.8,6.6,5.35,6,13,8.9,5,8.5,7.25,1.5,0.75,5.25,2.5,2.5,0.75,3.75,2.75,2.5,7.5,12.5,7.25,2.6,5.25,10.5,,6.5,3.5,10.5,7.09,7.04,5.04,5.04,,,,,,
September,,,,,,1.3,10.8,7.1,2.5,5.3,3.5,5,4,7.4,4,4,1.3,0.9,4,3.25,0.25,2.9,1,3.8,2.6,1.5,3.5,3.8,14,1.5,6.7,3.5,3.9,5.7,9.5,4.9,2,9,2,,7.5,2.25,5.5,1.25,5.5,15.5,4.25,2.5,3,1,3.75,1.25,5,7,7.65,6.5,10.75,3.5,7.75,2.75,11.5,7.08,4.36,7.45,9.08,,,,,,
October,,,,,8.3,5.1,8.6,3.5,8.2,4.5,8.5,5.5,5.3,16.8,2.8,3.5,9.2,8.3,2.2,13.25,3.25,5.8,7.5,7,4.5,4.7,16.7,12.5,6.5,2.5,7,3.6,2.8,11.3,8.77,14.3,6.5,8,13,,13,1.75,14.25,10.5,7.25,9.5,4.75,4.5,11.25,3.75,8.75,7,6.5,8.5,11,8.75,2.5,,4.75,12.5,3.5,2.07,8.59,5.92,14.61,,,,,,
November,,,,,12,11.4,2.5,7.5,5.5,6,6,3.5,6,4.5,4.2,6,6.5,4,5.7,3.75,7,11.7,6.2,11.9,11.2,6,8,6,7,5.7,6.2,4.9,3,5.6,4.4,3,16,5.5,16.09,19.15,7.75,19.75,6.75,2.5,3.75,11.5,11.5,2.75,12.25,14.75,18.5,6.25,1.75,5.75,11.75,1.25,18.5,7.5,4,8.5,10.5,14.36,4.06,7.09,17.35,,,,,,
December,,,,,6.4,5.3,13.1,18,12.5,6.5,14,10.5,5.9,6,6.7,3,4.7,8.2,6.8,13,15.25,12.5,12.5,5.6,18.9,18.2,5,3,15.5,10,10.5,9.5,9.3,7.5,14,8.5,1,6,7.7,19,9,4.75,4.5,1.25,17.25,6.25,14.25,5,8,4.75,6.5,7.5,13.5,3.25,7.75,9,8.5,6.25,17.25,9.5,5.5,10.4,6.57,2.93,8.2,,,,,,
Total,,,,,,57.6,58.6,79.3,60,64.8,72.5,61,46,86,54.2,51,54.4,57.6,55.6,62.25,77,,74.7,78.3,,77,80.4,70.4,84.4,59.2,95.5,63.5,63.6,74,77.17,77.92,64.75,89.5,92.54,,83.55,74.25,74.25,47.25,69.5,70.5,79.75,64.75,78,75.25,70,,70,73,69,72.5,88.25,,86.5,64.52,,79.59,64.06,58.88,92.21,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"NGR is The Station in Cray. Altitudes match. Gauge moved to Post Office in Cray in Jan 1909, cannot confirm location but it almost certainly within 100m of the station, hence recorded as continuous record. Gauge moved about 250m S in May 1956 to Cwmuchaf.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
