WESTBURY-ON-SEVERN-CHAXHILL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Grid ref,SO740145,Long,-2.378683,Lat,51.828506,Elevation,120,ft,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Station no,2133,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,1890,1891,1892,1893,1894,1895,1896,1897,1898,1899,1900,1901,1902,1903,1904,1905,1906,1907,1908,1909,1910,1911,1912,1913,1914,1915,1916,1917,1918,1919,1920,1921,1922,1923,1924,1925,1926,1927,1928,1929,1930,1931,1932,1933,1934,1935,1936,1937,1938,1939,1940
January,3.78,2.87,1.32,2.2,3.11,3.59,0.57,2.34,0.78,4.81,3.6,1.43,1.24,4.24,4.07,0.44,5.35,1.94,1.13,0.96,2.27,1.18,4.61,4.67,0.89,3.12,1.54,1.14,2.61,3.51,3.9,3.06,3.38,1.47,3.56,3.05,4.07,3.5,5.02,0.73,5.6,1.72,2.82,2.91,2.31,0.9,3.57,3.48,3.15,4.91,2.72
February,0.59,0.05,1.48,3.65,2.54,0.06,0.33,2.91,1.02,3.21,5,1.22,1.59,1.86,4.37,0.98,1.82,1.17,1.12,0.47,4.12,1.88,2.64,1.23,3.13,4.18,3.57,1.21,1.67,3.29,0.76,0.04,3.84,4.57,0.04,3.57,2.14,3.28,2.65,0.77,0.67,1.86,0.11,2.24,0.45,2.25,2.37,4.2,0.83,1.3,2.19
March,1.25,2.45,1.05,0.28,1.82,2.49,2.41,4.1,0.33,0.8,0.6,2.47,1.48,4.3,1.4,4.76,1.56,1.11,3.03,3.43,0.93,2.28,5.23,4.43,3.77,1.44,3.14,2.06,1.65,4.79,3.28,1.88,2.32,1.86,1.39,0.39,0.27,2.78,3.13,0.18,2.44,0.57,2.11,3.07,2.02,0.65,2.92,2.8,0.07,1.9,1.93
April,0.88,1.47,1.09,0.07,1.86,2.09,0.53,1.66,1.96,2.49,0.85,2.62,1.78,1.89,1.57,2.65,0.86,2.64,2.03,2.31,2.11,1,0.14,4.38,1.61,0.92,0.99,1.53,2.19,1.93,4.49,0.94,2.63,2.37,2.67,1.64,3.26,1.16,1.11,0.72,2.71,2.86,2.89,0.87,2.23,5.01,2.11,2.19,0.02,2.92,2.2
May,1.93,3.58,1.25,2.45,2.37,0.56,0.27,1.76,2.87,3.34,2.68,1.11,2.04,3.77,1.96,0.5,2.53,2.26,1.8,1.23,1.45,1.43,2.31,2.43,1.87,3.43,2.33,3.09,1.37,0.4,1.86,1.78,0.31,1.8,5.05,3.55,2.5,1.48,1.38,1.86,1.54,3.85,6.72,1.93,1.27,1.4,0.67,2.14,2.33,1.19,2.81
June,2.32,1.72,1.92,1.69,2.37,1.35,2.22,2.89,0.91,1.42,1.6,2.45,3.15,3.62,1.12,3.72,3.4,2.88,1.1,2.73,3.9,1.68,5.62,0.67,3.2,0.86,1.87,2.41,0.95,1.49,2.52,0.62,0.81,0.39,2.56,0,1.37,3.34,2.23,1.26,0.5,3.53,1.57,2.02,0.93,2.94,2.68,2.2,0.88,2.14,0.6
July,2.69,2.93,2.62,1.94,2.53,2.51,0.91,1.07,0.63,0.63,2.06,1.48,1.1,2.93,3.11,0.45,0.63,2.97,1.91,1.89,2.57,0.09,5.58,0.73,5.39,4.03,1.52,2.35,3.14,3.53,3.67,0.2,5.09,1.55,4.38,2.35,2.21,4.43,2.07,1.96,3.2,4.42,2.46,1.52,1.16,0.42,5.87,3.97,2.51,6.62,3.78
August,2.79,6.11,3.06,1.8,2.63,2.85,1.45,4.77,2.4,2.91,2.07,1.17,3.31,3.23,1.94,4.1,1.26,2.17,4.09,3.16,6.78,1.48,7.32,0.92,1.72,2.39,4.09,5.97,1.57,2.7,1.18,2.66,3.46,2.38,3.61,2.05,2,4.75,2.32,1.94,2.72,4.42,3.61,0.6,2.37,1.39,0.31,0.86,2.64,3.09,0.06
September,1.46,1.34,2.72,1.14,2.84,1.03,6,2.53,0.88,1.39,0.69,1.73,2.25,2.65,2.18,1.67,0.72,0.57,2.54,2.43,1.22,1.22,0.97,2.75,0.89,1.38,1.04,2.8,6.69,1.83,3.05,2.04,1.15,2.36,5.14,3.99,0.46,4.86,1.04,0.37,3.54,1.97,3.38,2.37,2.16,4.54,3.65,2.09,1.96,1.31,0.75
October,1.21,7.42,2,2.25,5.27,2.68,2.8,1.97,3.47,2.13,2.98,1.48,2.12,7.63,0.59,1.55,6.24,6.37,2.02,3.9,2.37,3.35,4.07,3.49,2.22,3.78,4.87,3.67,1.49,1.71,2.15,1.34,1.37,5.62,5.42,3.78,3.01,2.21,6.17,4.13,2.74,0.44,4.67,4.29,1.91,4.47,1.59,2.97,3.6,2.64,4.42
