Rainfall at,KILMARNOCK, NORTH CRAIG RES.
,
Station no,5234,
,,
,1910,1911,1912,1913,1914,1915,1916,1917,1918,1919
January,5.30,3.70,2.50,3.30,4.40,3.60,5.50,3.10,4.90,4.10,
February,5.30,7.50,2.50,2.50,4.40,4.50,4.60,1.10,5.90,0.40,
March,2.10,1.80,3.40,4.60,4.90,2.00,1.30,2.90,1.80,2.80,
April,3.20,3.10,2.50,2.60,3.30,3.20,4.10,2.80,0.50,2.20,
May,2.30,3.00,1.20,3.90,2.00,0.70,3.80,2.20,1.80,0.50,
June,1.50,2.50,4.20,2.40,1.00,2.40,2.50,2.20,1.30,4.60,
July,3.20,2.90,2.60,1.50,2.70,4.20,3.40,1.60,3.30,1.00,
August,7.90,2.90,3.50,2.00,4.60,3.70,3.90,3.50,4.00,3.30,
September,1.70,2.20,3.60,2.30,2.30,1.00,2.00,3.00,6.70,4.30,
October,3.20,3.20,5.00,2.00,2.00,1.90,6.40,7.70,6.10,1.00,
November,2.70,4.90,4.50,5.20,5.30,1.60,3.80,10.90,4.10,4.10,
December,4.90,6.10,7.80,5.30,4.50,4.60,5.40,3.20,5.10,7.90,
Total,43.30,43.80,43.30,37.60,41.40,33.40,46.70,44.20,45.50,36.20,
Calc annual,43.30,43.80,43.30,37.60,41.40,33.40,46.70,44.20,45.50,36.20,
Difference,-0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,-0.00,0.00,
