HOLLINGBOURNE-PENN-COURT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Grid ref,TQ8427655261,Long,0.64006423,Lat,51.26671,Elevation,261,ft,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Station no,357,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,1920,1921,1922,1923,1924,1925,1926,1927,1928,1929,1930,1931,1932,1933,1934,1935,1936,1937,1938,1939,1940,1941,1942,1943,1944,1945,1946,1947,1948,1949,1950,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
January,,,,,,1.77,2.85,2.23,3.9,1.12,3.03,2.41,1.94,2,2.46,1.63,4.92,5.5,3.21,6.26,2.51,3.58,2.47,5.31,1.41,2.61,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
February,,,,,,3.66,2.88,4.45,1.32,0.71,1.77,2.51,0.78,1.43,0.36,3.91,1.97,3.89,1.22,1.61,2.12,2.22,1.23,1.42,1.73,1.75,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
March,,,,,,1.4,0.35,3.53,1.78,0.13,1.24,0.26,1.35,2.41,3.18,0.34,1.2,5.22,0.71,2.2,3.39,2.16,3.13,0.31,0.18,1.32,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
April,,,,,,2.29,4.32,1.83,3.29,1.92,1.6,4.9,2.3,0.94,2.16,3.34,2.48,2.55,0.68,2.77,1.82,2.42,1.16,1.5,1.33,1.22,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
May,,,,,,2.65,2.56,1.22,2.91,1.29,4.3,2.67,3.03,2.12,0.75,2.29,0.35,2.83,2.82,2,1.04,1.96,4.26,3.03,0.58,2.47,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
June,,,,,,0.44,2.33,3.66,2.68,1.33,0.74,1.32,0.88,1.5,1.04,1.77,3.92,2.73,0.95,1.87,0.84,1.64,0.33,1.64,1.5,0.96,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
July,,,,,,3.15,2.72,4.3,1.22,1.56,2.38,2.35,2.86,2.13,1.68,0.88,3.67,1.21,2.32,2.17,2.89,3.12,2.87,2.64,2.92,2.52,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
August,,,,,,1.87,1.62,5.08,2.6,2.02,3.1,3.21,0.64,0.94,1.85,3.02,0.93,3.3,2.29,2.28,0.13,3.87,2.74,1.76,3.76,2.68,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
September,,,,,,2.69,0.67,5.35,0.59,0.71,4.33,2.41,2.22,2.88,1.37,3.42,1.92,2.55,1.98,1.19,1.26,0.43,2.47,2.3,3.16,1.01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
October,,,,,,4.03,2.89,1.63,5.42,3.46,1.58,0.7,6.56,1.96,2.01,3.36,3.26,3.02,3,9.9,4.3,1.93,4.34,2.89,4.88,2.54,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
November,,,,,,3.13,5.66,3.01,4.15,6.47,5.14,3.68,0.98,1.6,2.9,5.4,4.41,1.84,2.8,5.58,7.26,4.33,2.3,1.83,4.62,0.74,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
December,,,,,,3.3,1.51,5.87,3.79,6.1,2.45,0.47,0.5,0.75,5.55,3.88,2.27,5.27,3.61,1.58,2.08,1.93,2.32,2.61,1.96,4.23,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
